,brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list,Propylparaben,Fd&c,D&C,P-Phenylenediamine,Formaldehyde,Palm Oil,Paraben,Alkyl Parahydroxy Benzoates,Cyclotetrasiloxane,Octamethylcyclotetrasiloxane,Cylcopentasiloxane,Polydimethylsiloxan,Sodium Lauryl Sulfate,Sls,Sodium Laureth Sulfate,Sles,Sodium Lauryl Sulfoacetate,Sodium Lauroyl Isoethionate,Sodium Lauroyl Taurate,Sodium Cocoyl Isoethionate,Sodium Lauroyl Methyl Isoethionate,Sodium Lauroyl Sarcosinate,Disodium Laureth Sulfosuccinate,Benzophenone,Paba,Avobenzone,Homosalate,Ethoxycinnmate,Oxybenzone,sum
1025,Neutrogena,rainbath-shower-bath-gel,4.7,"['Purified Water', 'Sodium Laureth Sulfate', 'Lauramide DEA', 'Oleyl Betaine', 'Fragrance', 'Polysorbate No. 20', 'Propylene Glycol', 'Tetrasodium EDTA', 'BHT', 'DMDM Hydantoin', 'Citric Acid', 'Methylparaben', 'Propylparaben', 'Sodium Chloride', 'FD&C Red No. 40', 'FD&C Yellow No. 5', 'FD&C Blue No. 1.']",17,284,23,"'Purified Water', 'Sodium Laureth Sulfate', 'Lauramide DEA', 'Oleyl Betaine', 'Fragrance', 'Polysorbate No. 20', 'Propylene Glycol', 'Tetrasodium EDTA', 'BHT', 'DMDM Hydantoin', 'Citric Acid', 'Methylparaben', 'Propylparaben', 'Sodium Chloride', 'FD&C Red No. 40', 'FD&C Yellow No. 5', 'FD&C Blue No. 1.'",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1026,ULTA,hibiscus-punch-3-in-1-smoothie,4.4,"['Water (Aqua)', 'Sodium Laureth Sulfate', 'Fragrance (Parfum)', 'Cocamidopropyl Betaine', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Acrylates Copolymer', 'Ascorbic Acid', 'Benzophenone-4', 'Citric Acid', 'Cocamide MIPA', 'Disodium EDTA', 'Euterpe Oleracea Fruit Extract', 'Garcinia Mangostana Fruit Extract', 'Glycerin', 'Glycol Distearate', 'Lycium Chinense Fruit Extract', 'PEG-7 Glyceryl Cocoate', 'Polysorbate 20', 'Retinyl Palmitate', 'Sodium Hydroxide', 'Sodium Chloride', 'Tocopherol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Ext. Violet 2 (CI 60730)', 'Red 33 (CI 17200)']",26,45,16,"'Water (Aqua)', 'Sodium Laureth Sulfate', 'Fragrance (Parfum)', 'Cocamidopropyl Betaine', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Acrylates Copolymer', 'Ascorbic Acid', 'Benzophenone-4', 'Citric Acid', 'Cocamide MIPA', 'Disodium EDTA', 'Euterpe Oleracea Fruit Extract', 'Garcinia Mangostana Fruit Extract', 'Glycerin', 'Glycol Distearate', 'Lycium Chinense Fruit Extract', 'PEG-7 Glyceryl Cocoate', 'Polysorbate 20', 'Retinyl Palmitate', 'Sodium Hydroxide', 'Sodium Chloride', 'Tocopherol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Ext. Violet 2 (CI 60730)', 'Red 33 (CI 17200)'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1027,Murad,acne-body-wash,5.0,"['Active: Salicylic Acid 1.0%Inactive: Water (Aqua)', 'Sodium C14-16 Olefin Sulfonate', 'Polyethylene', 'Glycerin', 'Cocamidopropyl Betaine', 'Acrylates Copolymer', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Retinyl Palmitate', 'Phoenix Dactylifera (Date) Seed', 'Dipotassium Glycyrrhizate', 'Butylene Glycol', 'Camellia Oleifera Leaf Extract', 'Tocopheryl Acetate', 'Sodium PCA', 'Proline', 'Sodium Lactate', 'Sorbitol', 'Zinc Gluconate', 'Ascorbic Acid', 'Chitosan', 'Propyl Gallate', 'Glycolic Acid', 'Sodium Hydroxide', 'Hydrogen Peroxide', 'Menthol', 'PEG-7 Glyceryl Cocoate', 'Disodium EDTA', 'Chlorphenesin', 'Methylisothiazolinone', 'Benzyl Salicylate ', 'Hexyl Cinnamal', 'Butylphenyl Methylpropional', 'Fragrance (Parfum)', 'Blue 1 (CI 42090)', 'Ext. Violet 2 (CI 60730).']",35,56,44,"'Active: Salicylic Acid 1.0%Inactive: Water (Aqua)', 'Sodium C14-16 Olefin Sulfonate', 'Polyethylene', 'Glycerin', 'Cocamidopropyl Betaine', 'Acrylates Copolymer', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Retinyl Palmitate', 'Phoenix Dactylifera (Date) Seed', 'Dipotassium Glycyrrhizate', 'Butylene Glycol', 'Camellia Oleifera Leaf Extract', 'Tocopheryl Acetate', 'Sodium PCA', 'Proline', 'Sodium Lactate', 'Sorbitol', 'Zinc Gluconate', 'Ascorbic Acid', 'Chitosan', 'Propyl Gallate', 'Glycolic Acid', 'Sodium Hydroxide', 'Hydrogen Peroxide', 'Menthol', 'PEG-7 Glyceryl Cocoate', 'Disodium EDTA', 'Chlorphenesin', 'Methylisothiazolinone', 'Benzyl Salicylate ', 'Hexyl Cinnamal', 'Butylphenyl Methylpropional', 'Fragrance (Parfum)', 'Blue 1 (CI 42090)', 'Ext. Violet 2 (CI 60730).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Ahava,mineral-botanic-velvet-cream-wash,3.9,"['Aqua (Water)', 'Ammonium Laureth Sulfate', 'Cocamidopropylbetain', 'Glycerin', 'Peg 7 Glyceryl Cocoate', 'Cocamide MEA', 'Maris Sal (Dead Sea Water)', 'Styrene Acrylamide Copolymer', 'PEG-16 Macademia Glycerides', 'Persea Gratissima (Avocado) Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Disodium Laureth Sulfosuccinat', 'Polyquaternium 7', 'Parfum (Fragrance)', 'Guar Hydroxypropyltrimonium Chloride', 'Decyl Glucoside', 'DMDM Hydantion', 'Sodium Hyaluronate', 'Allantoin', 'Citric Acid', 'Hexyl Cinnamal', 'Benzyl Benzoate', 'Linalool.']",23,267,24,"'Aqua (Water)', 'Ammonium Laureth Sulfate', 'Cocamidopropylbetain', 'Glycerin', 'Peg 7 Glyceryl Cocoate', 'Cocamide MEA', 'Maris Sal (Dead Sea Water)', 'Styrene Acrylamide Copolymer', 'PEG-16 Macademia Glycerides', 'Persea Gratissima (Avocado) Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Disodium Laureth Sulfosuccinat', 'Polyquaternium 7', 'Parfum (Fragrance)', 'Guar Hydroxypropyltrimonium Chloride', 'Decyl Glucoside', 'DMDM Hydantion', 'Sodium Hyaluronate', 'Allantoin', 'Citric Acid', 'Hexyl Cinnamal', 'Benzyl Benzoate', 'Linalool.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Dr Teal's,lavender-epsom-salt-sleep,4.4,"['Magnesium Sulfate (Epsom Salt)', 'Fragrance (Parfum).']",2,535,5,"'Magnesium Sulfate (Epsom Salt)', 'Fragrance (Parfum).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,Philosophy,candy-cane-shampoo-shower-gel-bubble-bath,4.3,"['Aqua/Water/Eau', 'Sodium Laureth Sulfate', 'Lauryl Betaine', 'Parfum/Fragrance', 'Ppg-2 Hydroxyethyl Cocamide', 'Acrylates Copolymer', 'Glycerin', 'Disodium Laureth Sulfosuccinate', 'Phenoxyethanol', 'Glycol Distearate', 'Sodium Benzoate', 'Benzyl Benzoate', 'Benzophenone-3', 'Citric Acid', 'Polyquaternium-7', 'Sodium Hydroxide', 'Sodium Chloride', 'Sodium Sulfate', 'Laureth-2', 'Disodium Edta', 'Maltodextrin', 'Coumarin', 'Aloe Barbadensis Leaf Juice', 'Benzoic Acid', 'Propylene Glycol', 'Alcohol Denat.', 'Panthenol', 'Camellia Sinensis Leaf Extract', 'Sodium Sulfite', 'Polysorbate 20', 'Caprylyl Glycol', 'Potassium Sorbate', 'Hexylene Glycol', 'Caramel', 'Fd&AmpC Red No. 4 (Ci 14700)', 'Fd&AmpC Yellow No. 5 (Ci 19140).']",36,2,18,"'Aqua/Water/Eau', 'Sodium Laureth Sulfate', 'Lauryl Betaine', 'Parfum/Fragrance', 'Ppg-2 Hydroxyethyl Cocamide', 'Acrylates Copolymer', 'Glycerin', 'Disodium Laureth Sulfosuccinate', 'Phenoxyethanol', 'Glycol Distearate', 'Sodium Benzoate', 'Benzyl Benzoate', 'Benzophenone-3', 'Citric Acid', 'Polyquaternium-7', 'Sodium Hydroxide', 'Sodium Chloride', 'Sodium Sulfate', 'Laureth-2', 'Disodium Edta', 'Maltodextrin', 'Coumarin', 'Aloe Barbadensis Leaf Juice', 'Benzoic Acid', 'Propylene Glycol', 'Alcohol Denat.', 'Panthenol', 'Camellia Sinensis Leaf Extract', 'Sodium Sulfite', 'Polysorbate 20', 'Caprylyl Glycol', 'Potassium Sorbate', 'Hexylene Glycol', 'Caramel', 'Fd&AmpC Red No. 4 (Ci 14700)', 'Fd&AmpC Yellow No. 5 (Ci 19140).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1031,Aveeno,daily-moisture-body-wash,4.0,"['Water', 'Glycerin', 'Cocamidopropyl Betaine', 'Sodium Laureth Sulfate', 'Avena Sativa (Oat) Kernel Flour', 'Avena Sativa (Oat) Kernel Extract', 'Avena Sativa (Oat) Kernel Oil', 'Glycine Soja (Soybean) Oil', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Hydroxypropyltrimonium Hydrolyzed Wheat Starch', 'Helianthus Annuus (Sunflower) Seed Oil', 'Guar Hydroxypropyltrimonium Chloride', 'Tetrasodium Edta', 'Glycol Distearate', 'Polyquaternium-10', 'Quaternium-15', 'Myristyl Alcohol', 'Fragrance. May Also Contain Citric Acid.']",18,156,8,"'Water', 'Glycerin', 'Cocamidopropyl Betaine', 'Sodium Laureth Sulfate', 'Avena Sativa (Oat) Kernel Flour', 'Avena Sativa (Oat) Kernel Extract', 'Avena Sativa (Oat) Kernel Oil', 'Glycine Soja (Soybean) Oil', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Hydroxypropyltrimonium Hydrolyzed Wheat Starch', 'Helianthus Annuus (Sunflower) Seed Oil', 'Guar Hydroxypropyltrimonium Chloride', 'Tetrasodium Edta', 'Glycol Distearate', 'Polyquaternium-10', 'Quaternium-15', 'Myristyl Alcohol', 'Fragrance. May Also Contain Citric Acid.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,Tree Hut,frosted-sugar-cookie-shea-sugar-scrub,4.6,"['Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Aloe Barbadensis Leaf Juice', 'Hydrogenated Jojoba Oil', 'Vanilla Planifolia Fruit Extract', 'Butyrospermum Parkii (Shea) Butter', 'Oenothera Biennis (Evening Primrose) Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Macadamia Ternifolia (Macadamia) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Persea Gratissima Avocado) Oil', 'Retinyl Palmitate', 'Ascorbic Acid', 'Aqua (Water / Eau)', 'Fragrance (Parfum)', 'Sorbic Acid', 'Phenoxyethanol', 'Caprylyl Glycol', 'CI 14700 (Red 4)', 'CI 19140 (Yellow 5/yellow 4)', 'CI 77499 (Iron Oxides )', 'CI 15850 (Red 6 Lake)', 'Ultramarines.']",26,4,8,"'Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Aloe Barbadensis Leaf Juice', 'Hydrogenated Jojoba Oil', 'Vanilla Planifolia Fruit Extract', 'Butyrospermum Parkii (Shea) Butter', 'Oenothera Biennis (Evening Primrose) Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Macadamia Ternifolia (Macadamia) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Persea Gratissima Avocado) Oil', 'Retinyl Palmitate', 'Ascorbic Acid', 'Aqua (Water / Eau)', 'Fragrance (Parfum)', 'Sorbic Acid', 'Phenoxyethanol', 'Caprylyl Glycol', 'CI 14700 (Red 4)', 'CI 19140 (Yellow 5/yellow 4)', 'CI 77499 (Iron Oxides )', 'CI 15850 (Red 6 Lake)', 'Ultramarines.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,American Crew,3-in-1-tea-tree-shampoo-conditioner-body-wash,4.4,"['Aqua (Water (Eau)', 'Sodium Laureth Sulfate', 'Dimethicone', 'Lauryl Glucoside', 'Cocamidopropyl Betaine', 'Acrylates Copolymer', 'Sodium Chloride', 'Laureth-4', 'Caprylyl Glycol', 'Glycol Distearate', 'Glyceryl Oleate', 'Coco-Glucoside', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Laureth-23', 'Sodium Hydroxide', 'Citric Acid', 'Disodium EDTA', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Propylene Glycol', 'Humulus Lupulus (Hops) Flower Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Parfum (Fragrance)', 'Phenoxyethanol', 'Benzyl Alcohol.']",24,47,23,"'Aqua (Water (Eau)', 'Sodium Laureth Sulfate', 'Dimethicone', 'Lauryl Glucoside', 'Cocamidopropyl Betaine', 'Acrylates Copolymer', 'Sodium Chloride', 'Laureth-4', 'Caprylyl Glycol', 'Glycol Distearate', 'Glyceryl Oleate', 'Coco-Glucoside', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Laureth-23', 'Sodium Hydroxide', 'Citric Acid', 'Disodium EDTA', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Propylene Glycol', 'Humulus Lupulus (Hops) Flower Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Parfum (Fragrance)', 'Phenoxyethanol', 'Benzyl Alcohol.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,Philosophy,vanilla-chocolate-crumble-shampoo-shower-gel-bubble-bath,5.0,"['Aqua/Water/Eau', 'Sodium Laureth Sulfate', 'Lauryl Betaine', 'Parfum/Fragrance', 'Ppg-2 Hydroxyethyl Cocamide', 'Acrylates Copolymer', 'Glycerin', 'Disodium Laureth Sulfosuccinate', 'Phenoxyethanol', 'Glycol Distearate', 'Sodium Benzoate', 'Benzyl Benzoate', 'Benzophenone-3', 'Citric Acid', 'Polyquaternium-7', 'Sodium Hydroxide', 'Sodium Chloride', 'Sodium Sulfate', 'Laureth-2', 'Disodium Edta', 'Maltodextrin', 'Coumarin', 'Aloe Barbadensis Leaf Juice', 'Benzoic Acid', 'Propylene Glycol', 'Alcohol Denat.', 'Panthenol', 'Camellia Sinensis Leaf Extract', 'Sodium Sulfite', 'Polysorbate 20', 'Caprylyl Glycol', 'Potassium Sorbate', 'Hexylene Glycol', 'Caramel', 'Fd&AmpC Red No. 4 (Ci 14700)', 'Fd&AmpC Yellow No. 5 (Ci 19140).']",36,1,18,"'Aqua/Water/Eau', 'Sodium Laureth Sulfate', 'Lauryl Betaine', 'Parfum/Fragrance', 'Ppg-2 Hydroxyethyl Cocamide', 'Acrylates Copolymer', 'Glycerin', 'Disodium Laureth Sulfosuccinate', 'Phenoxyethanol', 'Glycol Distearate', 'Sodium Benzoate', 'Benzyl Benzoate', 'Benzophenone-3', 'Citric Acid', 'Polyquaternium-7', 'Sodium Hydroxide', 'Sodium Chloride', 'Sodium Sulfate', 'Laureth-2', 'Disodium Edta', 'Maltodextrin', 'Coumarin', 'Aloe Barbadensis Leaf Juice', 'Benzoic Acid', 'Propylene Glycol', 'Alcohol Denat.', 'Panthenol', 'Camellia Sinensis Leaf Extract', 'Sodium Sulfite', 'Polysorbate 20', 'Caprylyl Glycol', 'Potassium Sorbate', 'Hexylene Glycol', 'Caramel', 'Fd&AmpC Red No. 4 (Ci 14700)', 'Fd&AmpC Yellow No. 5 (Ci 19140).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
1035,Tree Hut,firming-sugar-scrub-mocha-coffee-bean,4.8,"['Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Caffeine', 'Coffea Arabica (Coffee) seed Powder', 'Butyrospermum Parkii (Shea) Butter', 'Ascorbic Acid', 'Retinyl Palmitate', 'Carthamus Tinctorius (Safflower Seed) Oil', 'Oenothera Biennis (Evening Primrose) Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Persea Gratissima (Avacado Oil)', 'Macadamia Ternifolia Seed Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Fragrance', 'Phenoxyethanol', 'Caprylyl Glycol', 'Sorbic Acid.']",19,84,8,"'Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Caffeine', 'Coffea Arabica (Coffee) seed Powder', 'Butyrospermum Parkii (Shea) Butter', 'Ascorbic Acid', 'Retinyl Palmitate', 'Carthamus Tinctorius (Safflower Seed) Oil', 'Oenothera Biennis (Evening Primrose) Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Persea Gratissima (Avacado Oil)', 'Macadamia Ternifolia Seed Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Fragrance', 'Phenoxyethanol', 'Caprylyl Glycol', 'Sorbic Acid.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Tree Hut,charcoal-black-sugar-scrub,4.6,"['Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Charcoal Powder', 'Aqua (Water / Eau)', 'Butyrospermum Parkii (Shea) Butter', 'Zingiber Officinale (Ginger) Root Extract', 'Oenothera Biennis (Evening Primrose) Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Macadamia (Macadamia Ternifolia) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Retinyl Palmitate', 'Ascorbic Acid', 'Fragrance (Parfum)', 'Sorbic Acid', 'Phenoxyethanol', 'Caprylyl Glycol', 'Limonene', 'Benzyl Salicylate', 'Hexyl Cinnamal', 'Black Iron Oxide.']",24,43,8,"'Sucrose', 'Glycerin', 'Polysorbate 20', 'Silica', 'Charcoal Powder', 'Aqua (Water / Eau)', 'Butyrospermum Parkii (Shea) Butter', 'Zingiber Officinale (Ginger) Root Extract', 'Oenothera Biennis (Evening Primrose) Oil', 'Citrus Aurantium Dulcis (Orange) Oil', 'Macadamia (Macadamia Ternifolia) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Retinyl Palmitate', 'Ascorbic Acid', 'Fragrance (Parfum)', 'Sorbic Acid', 'Phenoxyethanol', 'Caprylyl Glycol', 'Limonene', 'Benzyl Salicylate', 'Hexyl Cinnamal', 'Black Iron Oxide.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,Bliss,lemon-sage-soapy-suds-body-wash,4.1,"['Glyceryl Cocoate', 'PPG-2 Hydroxyethyl Coco/Isostearamide', 'Aloe Barbadensis Leaf Juice', 'Glycerin', 'Guar Hydroxypropyltrimonium Chloride', 'Polyquaternium-7', 'Sodium Lauryl Sulfoacetate', 'Disodium Laureth Sulfosuccinate', 'Disodium EDTA', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Potassium Sorbate', 'Benzoic Acid', 'Sodium Benzoate', 'Dehydroacetic Acid', 'Citric Acid', 'Fragrance (Parfum)', 'Limonene', 'Citral', 'Linalool', 'Yellow 5 (CI 19140)Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",21,22,10,"'Glyceryl Cocoate', 'PPG-2 Hydroxyethyl Coco/Isostearamide', 'Aloe Barbadensis Leaf Juice', 'Glycerin', 'Guar Hydroxypropyltrimonium Chloride', 'Polyquaternium-7', 'Sodium Lauryl Sulfoacetate', 'Disodium Laureth Sulfosuccinate', 'Disodium EDTA', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Potassium Sorbate', 'Benzoic Acid', 'Sodium Benzoate', 'Dehydroacetic Acid', 'Citric Acid', 'Fragrance (Parfum)', 'Limonene', 'Citral', 'Linalool', 'Yellow 5 (CI 19140)Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
1038,ULTA,coconut-cream-exfoliating-body-scrub,4.0,"['Sucrose', 'Propylene Glycol', 'Sodium Laureth Sulfate', 'Hydrated Silica', 'Water (Aqua)', 'Fragrance (Parfum)', 'Sodium Methyl Cocoyl Taurate', 'Aloe Barbadensis Leaf Juice', 'Ascorbic Acid', 'Benzophenone-4', 'BHT', 'Butyrospermum Parkii (Shea Butter)', 'Cocos Nucifera (Coconut) Oil', 'Disodium EDTA', 'Glycerin', 'Helianthus Annuus (Sunflower) Seed Oil', 'Punica Granatum (Pomegranate) Extract', 'Retinyl Palmitate', 'Tocopheryl Acetate', 'Vitis Vinifera (Grape) Seed Extract', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Red 33 (CI 17200)', 'Blue 1 (CI 42090)']",24,17,12,"'Sucrose', 'Propylene Glycol', 'Sodium Laureth Sulfate', 'Hydrated Silica', 'Water (Aqua)', 'Fragrance (Parfum)', 'Sodium Methyl Cocoyl Taurate', 'Aloe Barbadensis Leaf Juice', 'Ascorbic Acid', 'Benzophenone-4', 'BHT', 'Butyrospermum Parkii (Shea Butter)', 'Cocos Nucifera (Coconut) Oil', 'Disodium EDTA', 'Glycerin', 'Helianthus Annuus (Sunflower) Seed Oil', 'Punica Granatum (Pomegranate) Extract', 'Retinyl Palmitate', 'Tocopheryl Acetate', 'Vitis Vinifera (Grape) Seed Extract', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Red 33 (CI 17200)', 'Blue 1 (CI 42090)'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1039,Dr Teal's,eucalyptus-epsom-salt-relax,3.6,"['Magnesium Sulfate (Epsom Salt)', 'Fragrance (Parfum).']",2,535,5,"'Magnesium Sulfate (Epsom Salt)', 'Fragrance (Parfum).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,ULTA,coconut-cream-foaming-hand-soap,4.9,"['Aqua (Water)', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Parfum (Fragrance)', 'Polysorbate 20', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Panthenol', 'Benzophenone-4', 'Aloe Barbadensis Leaf Extract', 'Tocopheryl Acetate', 'Yellow 6.']",12,25,6,"'Aqua (Water)', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Parfum (Fragrance)', 'Polysorbate 20', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Panthenol', 'Benzophenone-4', 'Aloe Barbadensis Leaf Extract', 'Tocopheryl Acetate', 'Yellow 6.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1041,Kopari Beauty,coconut-crush-scrub,4.8,"['Sucrose', 'Cocos Nucifera(Coconut) Oil*', 'Isopropyl Palmitate (Palm Oil)', 'Beeswax', 'Cocos Nucifera (Coconut) Shell Powder', 'Silica', 'Hydrogenated Castor Oil', 'Caprylyl/Capryl Glucoside', 'Fragrance (Parfum)', 'Tocopherol', 'Butyrospermum Parkii (Shea) Butter', 'Glycine Soja (Soybean) Oil', 'Aloe BarbadensisLeaf Extract.*Organic']",13,13,39,"'Sucrose', 'Cocos Nucifera(Coconut) Oil*', 'Isopropyl Palmitate (Palm Oil)', 'Beeswax', 'Cocos Nucifera (Coconut) Shell Powder', 'Silica', 'Hydrogenated Castor Oil', 'Caprylyl/Capryl Glucoside', 'Fragrance (Parfum)', 'Tocopherol', 'Butyrospermum Parkii (Shea) Butter', 'Glycine Soja (Soybean) Oil', 'Aloe BarbadensisLeaf Extract.*Organic'",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,Ahava,deadsea-water-mineral-shower-gel,4.5,"['Aqua (Mineral Spring Water)', 'Ammonium Lauryl Sulfate & Aqua (Water)', 'Zinc Coceth Sulfate', 'Cocamidopropyl Betaine', 'Aloe Barbadensis Leaf Juice', 'Phenoxyethanol & Ethylhexylglycerin', 'Maris Sal (Dead Sea Water)', 'Hydroxyethylcellulose', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Allantoin', 'Potassium Sorbate', 'Parfum (Fragrance)', 'Biosaccharide Gum-1.']",13,14,33,"'Aqua (Mineral Spring Water)', 'Ammonium Lauryl Sulfate & Aqua (Water)', 'Zinc Coceth Sulfate', 'Cocamidopropyl Betaine', 'Aloe Barbadensis Leaf Juice', 'Phenoxyethanol & Ethylhexylglycerin', 'Maris Sal (Dead Sea Water)', 'Hydroxyethylcellulose', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Allantoin', 'Potassium Sorbate', 'Parfum (Fragrance)', 'Biosaccharide Gum-1.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,ULTA,detoxifying-himalayan-salt-body-scrub,4.6,"['Sodium Chloride (Himalayan Pink Salt)', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Vegetable Oil', 'Cocamide MIPA', 'Butyrospermum Parkii (Shea) Butter', 'Tocopheryl Acetate (Vitamin E)', 'Citrus Paradisi (Grapefruit) Peel Oil', 'Cocos Nucifera (Coconut) Oil', 'Organic Citrus Medica Limonum (Lemon) Peel Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Aloe Barbadensis Leaf Juice Powder', 'Cetearyl Olivate', 'Sorbitan Olivate', 'Glycerin', 'Fragrance.']",16,7,18,"'Sodium Chloride (Himalayan Pink Salt)', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Vegetable Oil', 'Cocamide MIPA', 'Butyrospermum Parkii (Shea) Butter', 'Tocopheryl Acetate (Vitamin E)', 'Citrus Paradisi (Grapefruit) Peel Oil', 'Cocos Nucifera (Coconut) Oil', 'Organic Citrus Medica Limonum (Lemon) Peel Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Aloe Barbadensis Leaf Juice Powder', 'Cetearyl Olivate', 'Sorbitan Olivate', 'Glycerin', 'Fragrance.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
