brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list
Redken,extreme-length-sealer,3.7,"['Water', 'Amodimethicone', 'Cetearyl Alcohol', 'Trideceth-5', 'Polyquaternium-37', 'Phenoxyethanol', 'Propylene Glycol Dicaprylate / Dicaprate', 'Steareth-20', 'Parfum / Fragrance', 'Glycerin', 'Phenyl', 'Trimethicone', 'Cetyl Hydroxyethylcellulose', 'Trideceth-10', 'Cetyl Alcohol', 'PPG-1 Trideceth-6', 'Prunus Amygdalus Dulcis Oil / Sweet Almond Oil', 'Biotin', 'Polyquaternium-67', 'Arginine', 'Behentrimonium Methosulfate', 'Chlorhexidine Digluconate', 'Quaternium-33', 'Sodium Nitrate,Benzyl Benzoate', '2-Oleamido-1', '3-Octadecanediol', 'Hydrolyzed Soy Protein', 'Limonene', 'Benzyl Alcohol', 'Linalool', 'Silica', 'Sodium Acetate', 'Polysorbate 60', 'Hydrolyzed Vegetable Protein PG-Propyl', 'Silanetriol', 'Sodium Hydroxide', 'Citric Acid Behentrimonium Methosulfate', 'Chlorhexidine Digluconate', 'Quaternium-33', 'Sodium Nitrate Benzyl Benzoate', '2-Oleamido-1,3-Octadecanediol', 'Hydrolyzed Soy Protein', 'Limonene', 'Benzyl Alcohol', 'Linalool', 'Silica', 'Sodium Acetate', 'Polysorbate 60', 'Hydrolyzed Vegetable Protein PG-Propyl', 'Silanetriol', 'Sodium Hydroxide', 'Citric Acid.']",52.0,84,24.0,"'Water', 'Amodimethicone', 'Cetearyl Alcohol', 'Trideceth-5', 'Polyquaternium-37', 'Phenoxyethanol', 'Propylene Glycol Dicaprylate / Dicaprate', 'Steareth-20', 'Parfum / Fragrance', 'Glycerin', 'Phenyl', 'Trimethicone', 'Cetyl Hydroxyethylcellulose', 'Trideceth-10', 'Cetyl Alcohol', 'PPG-1 Trideceth-6', 'Prunus Amygdalus Dulcis Oil / Sweet Almond Oil', 'Biotin', 'Polyquaternium-67', 'Arginine', 'Behentrimonium Methosulfate', 'Chlorhexidine Digluconate', 'Quaternium-33', 'Sodium Nitrate,Benzyl Benzoate', '2-Oleamido-1', '3-Octadecanediol', 'Hydrolyzed Soy Protein', 'Limonene', 'Benzyl Alcohol', 'Linalool', 'Silica', 'Sodium Acetate', 'Polysorbate 60', 'Hydrolyzed Vegetable Protein PG-Propyl', 'Silanetriol', 'Sodium Hydroxide', 'Citric Acid Behentrimonium Methosulfate', 'Chlorhexidine Digluconate', 'Quaternium-33', 'Sodium Nitrate Benzyl Benzoate', '2-Oleamido-1,3-Octadecanediol', 'Hydrolyzed Soy Protein', 'Limonene', 'Benzyl Alcohol', 'Linalool', 'Silica', 'Sodium Acetate', 'Polysorbate 60', 'Hydrolyzed Vegetable Protein PG-Propyl', 'Silanetriol', 'Sodium Hydroxide', 'Citric Acid.'"
Sexy Hair,healthy-sexy-hair-moisturizing-love-oil,4.6,"['Cyclopentasiloxane', 'Phenyl Trimethicone', 'Dimethiconol', 'Argania Spinosa Kernel Oil', 'Fragrance (Parfum)', 'Acacia Dealbata Flower Extract', 'Water (Aqua', 'Eau)', 'Glycerin', 'Moonstone Extract', 'Citric Acid', 'Sodium Benzoate', 'Limonene', 'Linalool', 'Citronellol.']",15.0,49,22.95,"'Cyclopentasiloxane', 'Phenyl Trimethicone', 'Dimethiconol', 'Argania Spinosa Kernel Oil', 'Fragrance (Parfum)', 'Acacia Dealbata Flower Extract', 'Water (Aqua', 'Eau)', 'Glycerin', 'Moonstone Extract', 'Citric Acid', 'Sodium Benzoate', 'Limonene', 'Linalool', 'Citronellol.'"
Nioxin,intensive-therapy-hair-booster,4.4,"['Water', 'PEG-23M', 'Phenoxyethanol', 'Citric Acid', 'Acetamide MEA', 'Hydrolyzed Keratin', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Triethanolamine', 'Polysorbate 80', 'Polysorbate 60', 'PEG-12 Dimethicone', 'Tocopheryl Nicotinate', 'Methylparaben', 'Methyl Nicotinate', 'Propylparaben', 'Sodium Chloride', 'Fragrance', 'Mentha Piperita (Peppermint) Oil', 'Menthol', 'Mentha Arvensis Leaf Oil', 'Methylisothiazolinone', 'Lecithin', 'Saccharomyces/Magnesium Ferment', 'Yeast Extract', 'Oryza Sativa (Rice) Bran', 'Serenoa Serrulata Fruit Extract', 'Humulus Lupulus (Hops) Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Ginkgo Biloba Leaf Extract', 'Dioscorea Villosa (Wild Yam) Root Extract', 'Cucurbita Pepo (Pumpkin) Seed Extract', 'Centella Asiatica Extract', 'Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides', 'Prunus Persica (Peach) Fruit Extract', 'Saccharomyces/Iron Ferment', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment', 'Acacia Senegal Gum', 'Carrageenan', 'Ubiquinone.']",41.0,46,58.0,"'Water', 'PEG-23M', 'Phenoxyethanol', 'Citric Acid', 'Acetamide MEA', 'Hydrolyzed Keratin', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Triethanolamine', 'Polysorbate 80', 'Polysorbate 60', 'PEG-12 Dimethicone', 'Tocopheryl Nicotinate', 'Methylparaben', 'Methyl Nicotinate', 'Propylparaben', 'Sodium Chloride', 'Fragrance', 'Mentha Piperita (Peppermint) Oil', 'Menthol', 'Mentha Arvensis Leaf Oil', 'Methylisothiazolinone', 'Lecithin', 'Saccharomyces/Magnesium Ferment', 'Yeast Extract', 'Oryza Sativa (Rice) Bran', 'Serenoa Serrulata Fruit Extract', 'Humulus Lupulus (Hops) Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Ginkgo Biloba Leaf Extract', 'Dioscorea Villosa (Wild Yam) Root Extract', 'Cucurbita Pepo (Pumpkin) Seed Extract', 'Centella Asiatica Extract', 'Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides', 'Prunus Persica (Peach) Fruit Extract', 'Saccharomyces/Iron Ferment', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment', 'Acacia Senegal Gum', 'Carrageenan', 'Ubiquinone.'"
Redken,color-extend-blondage-anti-brass-purple-hair-mask-blonde-hair,4.7,"['Aqua/Water/Eau', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Paraffinum Liquidum/Mineral Oil/Huile Minerale', 'Glycerin', 'Parfum/Fragrance', 'Phenoxyethanol', 'Peg-40/Ppg-8 Methylaminopropyl/Hydroxypropyl Dimethicone Copolymer', 'Isopropyl Alcohol', 'Dipropylene Glycol', 'Ext. Violet 2', 'Red 33', 'Citric Acid', 'Chlorhexidine Digluconate', 'Linalool. Arginine', 'Glutamic Acid', 'Serine', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Coumarin.']",19.0,64,29.0,"'Aqua/Water/Eau', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Paraffinum Liquidum/Mineral Oil/Huile Minerale', 'Glycerin', 'Parfum/Fragrance', 'Phenoxyethanol', 'Peg-40/Ppg-8 Methylaminopropyl/Hydroxypropyl Dimethicone Copolymer', 'Isopropyl Alcohol', 'Dipropylene Glycol', 'Ext. Violet 2', 'Red 33', 'Citric Acid', 'Chlorhexidine Digluconate', 'Linalool. Arginine', 'Glutamic Acid', 'Serine', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Coumarin.'"
Keranique,volumizing-keratin-conditioner,5.0,"['Water/Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Isododecane', 'Cetrimonium Chloride', 'Quaternium 91', 'Polyquaternium-7', 'Polyquaternium-11', 'Panax Ginseng Root Extract', 'Panthenol', 'Glycerin', 'Mentha Piperita (Peppermint) Oil', 'Caprylic/Capric Triglyceride', 'PPG-3 Benzyl Ether Myristate', 'Menthol', 'Methoxy PEG/PPG- 7/3 Aminopropyl Dimethicone', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Guar Hydroxypropyltrimonium Chloride', 'Quaternium-95', 'PEG-12 Dimethicone', 'Hydrolyzed Keratin', 'Keratin', 'Stearamine Oxide', 'Biotin', 'Hydrolyzed Soy Protein', 'Amodimethicone', 'Hydrolyzed Ceratonia Siliqua Seed Extract', 'Octocrylene', 'Hydroxyethylcellulose', 'Butyl Methoxydibenzoylmethane', 'Sucrose Laurate', 'Inulin Lauryl Carbamate', 'Zinc Gluconate', 'Zea Mays (Corn) Starch', 'Ornithine HCL', 'Niacinamide', 'Glucosamine HCL', 'Citrulline', 'Calcium Pantothenate', 'Arginine', 'Arctium Majus Root Extract', 'Acetyl Tyrosine', 'Propanediol', 'Dipropylene Glycol', 'Citric Acid', 'Disodium EDTA', 'Phenoxyethanol', 'Benzyl Alcohol', 'Potassium Sorbate', 'Chlorphenesin', 'Methylisothiazolinone.']",52.0,59,20.0,"'Water/Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Isododecane', 'Cetrimonium Chloride', 'Quaternium 91', 'Polyquaternium-7', 'Polyquaternium-11', 'Panax Ginseng Root Extract', 'Panthenol', 'Glycerin', 'Mentha Piperita (Peppermint) Oil', 'Caprylic/Capric Triglyceride', 'PPG-3 Benzyl Ether Myristate', 'Menthol', 'Methoxy PEG/PPG- 7/3 Aminopropyl Dimethicone', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Guar Hydroxypropyltrimonium Chloride', 'Quaternium-95', 'PEG-12 Dimethicone', 'Hydrolyzed Keratin', 'Keratin', 'Stearamine Oxide', 'Biotin', 'Hydrolyzed Soy Protein', 'Amodimethicone', 'Hydrolyzed Ceratonia Siliqua Seed Extract', 'Octocrylene', 'Hydroxyethylcellulose', 'Butyl Methoxydibenzoylmethane', 'Sucrose Laurate', 'Inulin Lauryl Carbamate', 'Zinc Gluconate', 'Zea Mays (Corn) Starch', 'Ornithine HCL', 'Niacinamide', 'Glucosamine HCL', 'Citrulline', 'Calcium Pantothenate', 'Arginine', 'Arctium Majus Root Extract', 'Acetyl Tyrosine', 'Propanediol', 'Dipropylene Glycol', 'Citric Acid', 'Disodium EDTA', 'Phenoxyethanol', 'Benzyl Alcohol', 'Potassium Sorbate', 'Chlorphenesin', 'Methylisothiazolinone.'"
IGK,mistress-hydrating-hair-balm,4.7,"['Aqua/Water/Eau', 'Propylene Glycol', 'Cyclopentasiloxane', 'Dimethicone', 'Parfum/Fragrance', 'Cocos Nucifera (Coconut) Oil', 'PEG/PPG-18/18 Dimethicone', 'C13-14 Isoparaffin', 'Polyacrylamide', 'Laureth-7', 'Butyl Methoxydibenzoylmethane', 'Ethylhexyl Methoxycinnamate', 'Ethylhexyl Salicylate', 'Benzyl Salicylate', 'BHT', 'Ethylhexylglycerin', 'Phenoxyethanol', 'Butylphenyl Methylpropional', 'Coumarin.']",19.0,34,29.0,"'Aqua/Water/Eau', 'Propylene Glycol', 'Cyclopentasiloxane', 'Dimethicone', 'Parfum/Fragrance', 'Cocos Nucifera (Coconut) Oil', 'PEG/PPG-18/18 Dimethicone', 'C13-14 Isoparaffin', 'Polyacrylamide', 'Laureth-7', 'Butyl Methoxydibenzoylmethane', 'Ethylhexyl Methoxycinnamate', 'Ethylhexyl Salicylate', 'Benzyl Salicylate', 'BHT', 'Ethylhexylglycerin', 'Phenoxyethanol', 'Butylphenyl Methylpropional', 'Coumarin.'"
Redken,triple-pure-32-neutral-fragrance-hairspray,4.4,"['Hydrofluorocarbon 152a', 'Alcohol Denat. Va/Crotonates/Vinyl Neodecanoate Copolymer', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Parfum/Fragrance.']",5.0,73,24.0,"'Hydrofluorocarbon 152a', 'Alcohol Denat. Va/Crotonates/Vinyl Neodecanoate Copolymer', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Parfum/Fragrance.'"
DevaCurl,arc-angel-gel-maximum-hold-no-crunch-styler,3.7,"['Water (Aqua', 'Eau)', 'VP/VA Copolymer', 'Glycerin', 'PEG-7 Glyceryl Cocoate', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Melissa Officinalis Extract', 'Humulus Lupulus (Hops) Extract', 'Cymbopogon Schoenanthus Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Rosmarinus Officinalis (Rosemary) Extract', 'Achillea Millefolium Extract', 'PEG-40 Hydrogenated Castor Oil', 'DMDM Hydantoin', 'Aminomethyl Propanol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance (Parfum)', 'Red 33 (CI 17200)', 'Yellow 5 (CI 19140).']",19.0,387,24.0,"'Water (Aqua', 'Eau)', 'VP/VA Copolymer', 'Glycerin', 'PEG-7 Glyceryl Cocoate', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Melissa Officinalis Extract', 'Humulus Lupulus (Hops) Extract', 'Cymbopogon Schoenanthus Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Rosmarinus Officinalis (Rosemary) Extract', 'Achillea Millefolium Extract', 'PEG-40 Hydrogenated Castor Oil', 'DMDM Hydantoin', 'Aminomethyl Propanol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance (Parfum)', 'Red 33 (CI 17200)', 'Yellow 5 (CI 19140).'"
Kenra Professional,volume-spray-25,3.9,"['Denatured Alcohol (SD Alcohol 40)', 'Hydrofluorocarbon 152a', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Parfum/Fragrance', 'PEG/PPG-17/18 Dimethicone', 'Benzophenone-4', 'Phenyl Trimethicone', 'Triethyl Citrate', 'Panthenol.']",11.0,1379,18.0,"'Denatured Alcohol (SD Alcohol 40)', 'Hydrofluorocarbon 152a', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Parfum/Fragrance', 'PEG/PPG-17/18 Dimethicone', 'Benzophenone-4', 'Phenyl Trimethicone', 'Triethyl Citrate', 'Panthenol.'"
Kenra Professional,platinum-blow-dry-spray,3.7,"['Cyclopentasiloxane', 'Dimethicone', 'Dimethicone Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Dimethiconol', 'Sodium Laneth 40 Maleate/Styrene Sulfonate Copolymer', 'PEG-10 Dimethicone', 'Parfum/Fragrance', 'Argania Spinosa (Argan) Kernal Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil.']",10.0,1102,22.0,"'Cyclopentasiloxane', 'Dimethicone', 'Dimethicone Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Dimethiconol', 'Sodium Laneth 40 Maleate/Styrene Sulfonate Copolymer', 'PEG-10 Dimethicone', 'Parfum/Fragrance', 'Argania Spinosa (Argan) Kernal Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil.'"
Drybar,triple-sec-3-in-1-finishing-spray-lush-scent,4.4,"['Hydrofluorocarbon 152A', 'Dimethyl Ether', 'Alcohol Denat.', 'VP/VA Copolymer', 'Parfum (Fragrance)', 'Zeolite', 'Aluminum Starch Octenylsuccinate', 'Glycerin', 'Aqua (Water', 'Eau)', 'PEG-12 Dimethicone', 'C12-15 Alkyl Benzoate', 'Ethylhexyl Methoxycinnamate', 'Silicone Quaternium-3', 'Trideceth-12', 'Polyquaternium-59', 'Butylene Glycol', 'BHT', 'Hexyl Cinnamal', 'Linalool', 'Alpha-Isomethyl Ionone.']",21.0,26,26.0,"'Hydrofluorocarbon 152A', 'Dimethyl Ether', 'Alcohol Denat.', 'VP/VA Copolymer', 'Parfum (Fragrance)', 'Zeolite', 'Aluminum Starch Octenylsuccinate', 'Glycerin', 'Aqua (Water', 'Eau)', 'PEG-12 Dimethicone', 'C12-15 Alkyl Benzoate', 'Ethylhexyl Methoxycinnamate', 'Silicone Quaternium-3', 'Trideceth-12', 'Polyquaternium-59', 'Butylene Glycol', 'BHT', 'Hexyl Cinnamal', 'Linalool', 'Alpha-Isomethyl Ionone.'"
Sebastian,shaper-plus-extra-hold-hairspray,4.5,"['Alcohol Dena.', 'Hydroflourocarbon 152A', 'Butyl Ester Of PVM/MA Copolymer', 'Glycerin', 'Tetrahdroxypropyl Ethylenediamine', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'PEG-75 Lanolin', 'Aminomethyl Propanol', 'Fragrance', 'Panthenol', 'Cyclomethicone', 'Linoleamidopropyl Ethyldimonium Ethosulfate. Ethylhexyl Methoxycinnamate', 'Sodium PCA', 'Dimethyl Lauramine Isostearate.']",14.0,1252,19.5,"'Alcohol Dena.', 'Hydroflourocarbon 152A', 'Butyl Ester Of PVM/MA Copolymer', 'Glycerin', 'Tetrahdroxypropyl Ethylenediamine', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'PEG-75 Lanolin', 'Aminomethyl Propanol', 'Fragrance', 'Panthenol', 'Cyclomethicone', 'Linoleamidopropyl Ethyldimonium Ethosulfate. Ethylhexyl Methoxycinnamate', 'Sodium PCA', 'Dimethyl Lauramine Isostearate.'"
Tigi,bed-head-masterpiece-shine-hairspray,4.5,"['Alcohol Denat (SD Alcohol 40-B)', 'Hydrofluorocarbon 152a', 'Isobutane', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Parfum (Fragrance)', 'Methyleugenyl PEG-8 Dimethicone', 'Triethyl Citrate', 'PEG/PPG-17/18 Dimethicone', 'Phenyl Trimethicone', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Pentaerythrityl Tetracaprylate/Tetracaprate', 'Ethylhexyl Methoxycinnamate', 'Quaternium-52.']",14.0,1151,23.0,"'Alcohol Denat (SD Alcohol 40-B)', 'Hydrofluorocarbon 152a', 'Isobutane', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Parfum (Fragrance)', 'Methyleugenyl PEG-8 Dimethicone', 'Triethyl Citrate', 'PEG/PPG-17/18 Dimethicone', 'Phenyl Trimethicone', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Pentaerythrityl Tetracaprylate/Tetracaprate', 'Ethylhexyl Methoxycinnamate', 'Quaternium-52.'"
Sexy Hair,big-sexy-hair-spray-play-volumizing-hairspray,4.5,"['SD Alcohol 40 (Alcohol Denat.)', 'Hydrofluorocarbon 152a', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Cyclopentasiloxane', 'Cyclotetrasiloxane', 'PEG/PPG-17/18 Dimethicone', 'Triethyl Citrate', 'Fragrance/Parfum', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'Hydroxycitronellal', 'Limonene', 'Linalool', 'Pentaerythrityl etracaprylate/ Tetracaprate', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Phenyl Trimethicone', 'Ethylhexyl Methoxycinnamate.']",19.0,2044,18.95,"'SD Alcohol 40 (Alcohol Denat.)', 'Hydrofluorocarbon 152a', 'Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer', 'Aminomethyl Propanol', 'Cyclopentasiloxane', 'Cyclotetrasiloxane', 'PEG/PPG-17/18 Dimethicone', 'Triethyl Citrate', 'Fragrance/Parfum', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'Hydroxycitronellal', 'Limonene', 'Linalool', 'Pentaerythrityl etracaprylate/ Tetracaprate', 'AMP-Isostearoyl Hydrolyzed Wheat Protein', 'Phenyl Trimethicone', 'Ethylhexyl Methoxycinnamate.'"
Eva Nyc,mane-magic-10-in-1-primer,4.0,"['Octamethylcyclotetrasiloxane', 'Decamethylcyclopcntasiloxane', 'Trimethylsiloxysilicate', 'Argania Spinosa (Argan) Kernel Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Fragrance/Parfum', 'Limonene', 'Butylphenyl Methylpropional', 'Hydroxycitronellal', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.']",10.0,7791,11.99,"'Octamethylcyclotetrasiloxane', 'Decamethylcyclopcntasiloxane', 'Trimethylsiloxysilicate', 'Argania Spinosa (Argan) Kernel Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Fragrance/Parfum', 'Limonene', 'Butylphenyl Methylpropional', 'Hydroxycitronellal', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.'"
Alterna,caviar-anti-aging-smoothing-anti-frizz-blowout-butter,4.7,"['Water/Aqua/Eau', 'C32-36 Isoalkyl Stearate', 'Cetyl Alcohol', 'Glyceryl Stearate SE', 'Butylene Glycol', 'Lauryl Laurate', 'Isopropyl Palmitate', 'Phenyl Trimethicone', 'Isododecane', 'Cocos Nucifera (Coconut) Oil', 'Dimethicone', 'Behentrimonium Chloride', 'Polyquaternium-11', 'BIS-Cetearyl Amodimethicone', 'Tocopheryl Acetate', 'Saccharina Longicruris Extract', 'Phospholipids', 'Caviar Extract', 'Superoxide Dismutase', 'Ascorbic Acid', 'Helianthus Annuus (Sunflower) Seed Oil', 'Camellia Oleifera Seed Oil', 'Polysilicone-15', 'Crambe Abyssinica Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Olea Europaea (Olive) Fruit Oil', 'Trichilia Emetica Seed Butter', 'Theobroma Grandiflorum Seed Butter', 'Benzalkonium Chloride', 'Polyacrylate-1 Crosspolymer', 'Tocopherol', 'Glycerin', 'Ethylhexylglycerin', 'Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters', 'Glyceryl Stearate', 'Cetearyl Alcohol,Carthmus Tinctorius (Safflower) Seed Oil', 'Sodium Stearoyl Lactylate', 'Stearic Acid', 'Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire de Carnauba', 'Astrocaryum Murumuru Seed Butter', 'BIS-PEG-18 Methyl Ether Dimethyl Silane', 'Caprylyl Glycol', 'Citric Acid', 'Disodium EDTA', 'Phenoxyethanol', 'Fragrance(Parfum).']",46.0,85,34.0,"'Water/Aqua/Eau', 'C32-36 Isoalkyl Stearate', 'Cetyl Alcohol', 'Glyceryl Stearate SE', 'Butylene Glycol', 'Lauryl Laurate', 'Isopropyl Palmitate', 'Phenyl Trimethicone', 'Isododecane', 'Cocos Nucifera (Coconut) Oil', 'Dimethicone', 'Behentrimonium Chloride', 'Polyquaternium-11', 'BIS-Cetearyl Amodimethicone', 'Tocopheryl Acetate', 'Saccharina Longicruris Extract', 'Phospholipids', 'Caviar Extract', 'Superoxide Dismutase', 'Ascorbic Acid', 'Helianthus Annuus (Sunflower) Seed Oil', 'Camellia Oleifera Seed Oil', 'Polysilicone-15', 'Crambe Abyssinica Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Olea Europaea (Olive) Fruit Oil', 'Trichilia Emetica Seed Butter', 'Theobroma Grandiflorum Seed Butter', 'Benzalkonium Chloride', 'Polyacrylate-1 Crosspolymer', 'Tocopherol', 'Glycerin', 'Ethylhexylglycerin', 'Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters', 'Glyceryl Stearate', 'Cetearyl Alcohol,Carthmus Tinctorius (Safflower) Seed Oil', 'Sodium Stearoyl Lactylate', 'Stearic Acid', 'Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire de Carnauba', 'Astrocaryum Murumuru Seed Butter', 'BIS-PEG-18 Methyl Ether Dimethyl Silane', 'Caprylyl Glycol', 'Citric Acid', 'Disodium EDTA', 'Phenoxyethanol', 'Fragrance(Parfum).'"
Living Proof,full-dry-volume-blast,4.6,"['Hydrofluorocarbon 152a,\xa0 Alcohol Denat.', 'VP/VA Copolymer', 'VA/Crotonates/Vinyl Neodecanoate Copolymer', 'Acrylonitrile/Methyl Methacrylate Crosspolymer', 'Water/Eau/Aqua', 'Aluminum Starch Octenylsuccinate', 'Zeolite', 'Butane', 'Fragrance/Parfum', 'Ethylcellulose', 'Propylene Glycol Dibenzoate', 'Aminomethyl Propanol', 'Benzophenone-3', 'Acrylates Copolymer', 'Magnesium Carbonate', 'Glycyrrhizic Acid', 'Magnesium Hydroxide', 'Linalool', 'Butylphenyl Methylpropional', 'Citronellol', 'Citral', 'Limonene.']",22.0,676,29.0,"'Hydrofluorocarbon 152a,\xa0 Alcohol Denat.', 'VP/VA Copolymer', 'VA/Crotonates/Vinyl Neodecanoate Copolymer', 'Acrylonitrile/Methyl Methacrylate Crosspolymer', 'Water/Eau/Aqua', 'Aluminum Starch Octenylsuccinate', 'Zeolite', 'Butane', 'Fragrance/Parfum', 'Ethylcellulose', 'Propylene Glycol Dibenzoate', 'Aminomethyl Propanol', 'Benzophenone-3', 'Acrylates Copolymer', 'Magnesium Carbonate', 'Glycyrrhizic Acid', 'Magnesium Hydroxide', 'Linalool', 'Butylphenyl Methylpropional', 'Citronellol', 'Citral', 'Limonene.'"
DevaCurl,ultra-defining-gel-strong-hold-no-crunch-styler,5.0,"['Water', 'VP/VA Copolymer', 'Glycerin', 'Polyquaternium-7', 'Polysorbate 20', 'Triticum Aestivum (Wheat) Peptide', 'Avena Sativa (Oat) Peptide', 'Glycine Soja (Soybean) Peptide', 'Melissa Officinalis Extract', 'Humulus Lupulus (Hops) Extract', 'Cymbopogon Schoenanthus Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Rosmarinus Officinalis (Rosemary) Extract', 'Achillea Millefolium Extract', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Aminomethyl Propanol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance.']",19.0,655,46.0,"'Water', 'VP/VA Copolymer', 'Glycerin', 'Polyquaternium-7', 'Polysorbate 20', 'Triticum Aestivum (Wheat) Peptide', 'Avena Sativa (Oat) Peptide', 'Glycine Soja (Soybean) Peptide', 'Melissa Officinalis Extract', 'Humulus Lupulus (Hops) Extract', 'Cymbopogon Schoenanthus Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Rosmarinus Officinalis (Rosemary) Extract', 'Achillea Millefolium Extract', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Aminomethyl Propanol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance.'"
