brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list
Curlsmith,scalp-stimulating-booster,0.0,"['Water (Aqua)', 'Propanediol', 'Xanthan Gum', 'Pisum Sativum (Pea) Sprout Extract', 'Paullinia Cupana (Guarana) Seed Extract', 'Zingiber Officinale (Ginger) Root Extract', 'Scutellaria Baicalensis (Chinese Skullcap) Root Extract', 'Hylocereus Undatus (Dragon Fruit) Fruit Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Triticum Vulgare (Wheat) Germ Extract', 'Glycine Soja (Soybean) Germ Extract', 'Arginine', 'Caprylyl/Capryl Glucoside', 'Citric Acid', 'Ethylhexylglycerin', 'Glyceryl Caprylate', 'Polyglyceryl-5 Oleate', 'Sodium Cocoyl Glutamate', 'Glycerin', 'Gluconolactone', 'Calcium Gluconate', 'Sodium Benzoate', 'Potassium Sorbate', 'Phenoxyethanol', 'Lactic Acid', 'Hexyl Cinnamal', 'Alpha-Isomethyl Ionone', 'Linalool', 'Limonene', 'Fragrance (Parfum).']",30.0,117,27.0,"'Water (Aqua)', 'Propanediol', 'Xanthan Gum', 'Pisum Sativum (Pea) Sprout Extract', 'Paullinia Cupana (Guarana) Seed Extract', 'Zingiber Officinale (Ginger) Root Extract', 'Scutellaria Baicalensis (Chinese Skullcap) Root Extract', 'Hylocereus Undatus (Dragon Fruit) Fruit Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Triticum Vulgare (Wheat) Germ Extract', 'Glycine Soja (Soybean) Germ Extract', 'Arginine', 'Caprylyl/Capryl Glucoside', 'Citric Acid', 'Ethylhexylglycerin', 'Glyceryl Caprylate', 'Polyglyceryl-5 Oleate', 'Sodium Cocoyl Glutamate', 'Glycerin', 'Gluconolactone', 'Calcium Gluconate', 'Sodium Benzoate', 'Potassium Sorbate', 'Phenoxyethanol', 'Lactic Acid', 'Hexyl Cinnamal', 'Alpha-Isomethyl Ionone', 'Linalool', 'Limonene', 'Fragrance (Parfum).'"
Redken,frizz-dismiss-instant-deflate-oil-in-serum,3.7,"['Cyclopentasiloxane', 'Dimethiconol', 'Glycine Soja Oil/Soybean Oil', 'Parfum/Fragrance', 'Orbignya Oleifera Seed Oil', 'Benzyl Salicylate', 'Benzyl Alcohol', 'Linalool', 'Hexyl Cinnamal', 'Geraniol', 'Amyl Cinnamal', 'Coumarin', 'Citronellol', 'Limonene', 'Benzyl Benzoate', 'Citric Acid.']",16.0,91,28.0,"'Cyclopentasiloxane', 'Dimethiconol', 'Glycine Soja Oil/Soybean Oil', 'Parfum/Fragrance', 'Orbignya Oleifera Seed Oil', 'Benzyl Salicylate', 'Benzyl Alcohol', 'Linalool', 'Hexyl Cinnamal', 'Geraniol', 'Amyl Cinnamal', 'Coumarin', 'Citronellol', 'Limonene', 'Benzyl Benzoate', 'Citric Acid.'"
Nioxin,scalp-hair-leave-in-treatment-system-2-fineprogressed-thinning-natural-hair,3.0,"['Active Ingredients: Ensulizole', 'Sulisobenzone. Inactive Ingredients : Water/Eau', 'Phenylbenzimidazole Sulfonic Acid', 'Benzophenone-4', 'Polysorbate 20', 'Sodium Hydroxide', 'Phenoxyethanol', 'PEG-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Methylparaben', 'Tetrasodium EDTA', 'Hydrolyzed Keratin', 'Propylene Glycol', 'Propylparaben', 'Methyl Nicotinate', 'Fragrance/Parfum', 'Polysorbate 80', 'Polysorbate 60', 'Mentha Piperita (Peppermint) Oil', 'Menthol', 'Mentha Arvensis Leaf Oil', 'PEG-23M', 'Methylisothiazolinone', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-PG-Propyl Silanetriol', 'Lecithin', 'Urtica Dioica (Nettle) Extract', 'Serenoa Serrulata Fruit Extract', 'Humulus Lupulus (Hops) Extract', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Saccharomyces/Magnesium Ferment', 'Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides', 'Yeast Extract/Extrait De Levure', 'Saccharomyces/Iron Ferment', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment.']",40.0,89,26.0,"'Active Ingredients: Ensulizole', 'Sulisobenzone. Inactive Ingredients : Water/Eau', 'Phenylbenzimidazole Sulfonic Acid', 'Benzophenone-4', 'Polysorbate 20', 'Sodium Hydroxide', 'Phenoxyethanol', 'PEG-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Methylparaben', 'Tetrasodium EDTA', 'Hydrolyzed Keratin', 'Propylene Glycol', 'Propylparaben', 'Methyl Nicotinate', 'Fragrance/Parfum', 'Polysorbate 80', 'Polysorbate 60', 'Mentha Piperita (Peppermint) Oil', 'Menthol', 'Mentha Arvensis Leaf Oil', 'PEG-23M', 'Methylisothiazolinone', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-PG-Propyl Silanetriol', 'Lecithin', 'Urtica Dioica (Nettle) Extract', 'Serenoa Serrulata Fruit Extract', 'Humulus Lupulus (Hops) Extract', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Saccharomyces/Magnesium Ferment', 'Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides', 'Yeast Extract/Extrait De Levure', 'Saccharomyces/Iron Ferment', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Silicon Ferment', 'Saccharomyces/Zinc Ferment.'"
L'anza,healing-strength-neem-plant-silk-serum,4.7,"['Cyclopentasiloxane', 'Dimethicone', 'Caprylyl Methicone', 'Phenyltrimethicone', 'Santalum Album (Sandalwood) Wood Extract', 'Phellodendron Amurense Bark Extract', 'Hordeum Distichon (Barley) Extract', 'Perfluorononyl Dimethicone', 'Melia Azadirachta (Neem Bark) Extract', 'Keratin Amino Acids', 'Dimethiconol Cysteine', 'Ceramide 2', 'Sodium Hyaluronate', 'Algae Extract', 'Dimethicone PEG-8 Meadowfoamate', 'Sodium PCA', 'Magnesium PCA', 'Zinc PCA', 'Manganese PCA', 'Citrus Medica Limonum (Lemon) Extract', 'Fumaria Officinalis (Fumitory) Extract', 'Ascorbyl Methylsilanol Pectinate', 'Fumeric Acid', 'Tetrahexydecyl Ascorbate', 'Ethylhexyl Methoxycinnamate', 'Trimethylsiloxyamodimethicone', 'Water (Aqua)', 'PPG-4-Ceteth-20', 'Propylene Glycol', 'Butylene Glycol', 'Dipropylene Glycol', 'Benzotriazolyl Dodecyl-p-Cresol', 'Fragrance (Parfum)', 'Benzyl Salicylate', 'Butylphenyl Methylpropional (Lilial)', 'Citronellol', 'Coumarin', 'Geraniol', 'Limonene', 'Linalool.']",40.0,41,39.0,"'Cyclopentasiloxane', 'Dimethicone', 'Caprylyl Methicone', 'Phenyltrimethicone', 'Santalum Album (Sandalwood) Wood Extract', 'Phellodendron Amurense Bark Extract', 'Hordeum Distichon (Barley) Extract', 'Perfluorononyl Dimethicone', 'Melia Azadirachta (Neem Bark) Extract', 'Keratin Amino Acids', 'Dimethiconol Cysteine', 'Ceramide 2', 'Sodium Hyaluronate', 'Algae Extract', 'Dimethicone PEG-8 Meadowfoamate', 'Sodium PCA', 'Magnesium PCA', 'Zinc PCA', 'Manganese PCA', 'Citrus Medica Limonum (Lemon) Extract', 'Fumaria Officinalis (Fumitory) Extract', 'Ascorbyl Methylsilanol Pectinate', 'Fumeric Acid', 'Tetrahexydecyl Ascorbate', 'Ethylhexyl Methoxycinnamate', 'Trimethylsiloxyamodimethicone', 'Water (Aqua)', 'PPG-4-Ceteth-20', 'Propylene Glycol', 'Butylene Glycol', 'Dipropylene Glycol', 'Benzotriazolyl Dodecyl-p-Cresol', 'Fragrance (Parfum)', 'Benzyl Salicylate', 'Butylphenyl Methylpropional (Lilial)', 'Citronellol', 'Coumarin', 'Geraniol', 'Limonene', 'Linalool.'"
Wella,fusionplex-mask,4.5,"['Water/Eau', 'Bis-Aminopropyl Dimethicone', 'Stearyl Alcohol', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Fragrance/Parfum', 'Isopropyl Alcohol', 'Phenoxyethanol', 'Benzyl Alcohol', 'Methylparaben', 'Propylparaben', 'Disodium Edta', 'Hexyl Cinnamal', 'Linalool', 'Benzyl Salicylate', 'Limonene', 'Histidine', 'Glycine', 'Citric Acid', 'Alanine', 'Alpha-Isomethyl Ionone', 'Silk Amino Acids.']",22.0,30,22.0,"'Water/Eau', 'Bis-Aminopropyl Dimethicone', 'Stearyl Alcohol', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Fragrance/Parfum', 'Isopropyl Alcohol', 'Phenoxyethanol', 'Benzyl Alcohol', 'Methylparaben', 'Propylparaben', 'Disodium Edta', 'Hexyl Cinnamal', 'Linalool', 'Benzyl Salicylate', 'Limonene', 'Histidine', 'Glycine', 'Citric Acid', 'Alanine', 'Alpha-Isomethyl Ionone', 'Silk Amino Acids.'"
tgin,honey-miracle-hair-mask-deep-conditioner,4.7,"['Water', 'Raw Honey', 'Olea Europaea (Olive) Fruit Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Glycerin', 'Fragrance', 'Cyclopentasiloxane', 'Dimethicone.']",12.0,27,17.99,"'Water', 'Raw Honey', 'Olea Europaea (Olive) Fruit Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Glycerin', 'Fragrance', 'Cyclopentasiloxane', 'Dimethicone.'"
Nioxin,hair-care-kit-system-6-chemically-treated-hair-with-progressed-thinning,4.8,"['Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Citric Acid', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Cocamide Mea', 'Sodium Benzoate', 'Sodium Chloride', 'Salicylic Acid', 'Polysorbate 20', 'Propylene Glycol', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Tetrasodium Edta', 'Trisodium Ethylenediamine Disuccinate', 'Sodium Hydroxide', 'Methylparaben', 'Glycerin', 'Linoleamidopropyl Pg-Dimonium Chloride Phosphate', 'Guar Hydroxypropyltrimonium Chloride', 'Camellia Sinensis Leaf Extract', 'Hydrolyzed Silk', 'Tocopheryl Acetate', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Aleurites Moluccanus Seed Oil', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Yellow 5', 'Red 33', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Phenoxyethanol', 'Benzyl Alcohol', 'Dicetyldimonium Chloride', 'Glutamic Acid', 'Bis- Aminopropyl Dimethicone', 'Propylene Glycol', 'Methylparaben', 'Propylparaben', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Edta', 'Sodium Chloride', 'Camellia Sinensis Leaf Extract', 'Polysorbate 20', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Orange 4', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Hydrolyzed Silk', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Aleurites Moluccanus Seed Oil', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Phenylbenzimidazole Sulfonic Acid', 'Polysorbate 20', 'Caffeine', 'Benzophenone-4', 'Sodium Hydroxide', 'Benzyl Alcohol', 'Sodium Benzoate', 'Phenoxyethanol', 'Peg-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Tetrasodium Edta', 'Propylene Glycol', 'Methyl Nicotinate', 'Sodium Chloride', 'Polysorbate 60', 'Polysorbate 80', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Peg-23M', 'Camellia Sinensis Leaf Extract', 'Hydrolyzed Silk', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Aleurites Moluccanus Seed Oil', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Silica', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.']",115.0,68,45.0,"'Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Citric Acid', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Cocamide Mea', 'Sodium Benzoate', 'Sodium Chloride', 'Salicylic Acid', 'Polysorbate 20', 'Propylene Glycol', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Tetrasodium Edta', 'Trisodium Ethylenediamine Disuccinate', 'Sodium Hydroxide', 'Methylparaben', 'Glycerin', 'Linoleamidopropyl Pg-Dimonium Chloride Phosphate', 'Guar Hydroxypropyltrimonium Chloride', 'Camellia Sinensis Leaf Extract', 'Hydrolyzed Silk', 'Tocopheryl Acetate', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Aleurites Moluccanus Seed Oil', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Yellow 5', 'Red 33', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Phenoxyethanol', 'Benzyl Alcohol', 'Dicetyldimonium Chloride', 'Glutamic Acid', 'Bis- Aminopropyl Dimethicone', 'Propylene Glycol', 'Methylparaben', 'Propylparaben', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Edta', 'Sodium Chloride', 'Camellia Sinensis Leaf Extract', 'Polysorbate 20', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Orange 4', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Hydrolyzed Silk', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Aleurites Moluccanus Seed Oil', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Phenylbenzimidazole Sulfonic Acid', 'Polysorbate 20', 'Caffeine', 'Benzophenone-4', 'Sodium Hydroxide', 'Benzyl Alcohol', 'Sodium Benzoate', 'Phenoxyethanol', 'Peg-12 Dimethicone', 'Citric Acid', 'Cocamidopropyl Betaine', 'Acetamide Mea', 'Isopropyl C12-15-Pareth-9 Carboxylate', 'Tetrasodium Edta', 'Propylene Glycol', 'Methyl Nicotinate', 'Sodium Chloride', 'Polysorbate 60', 'Polysorbate 80', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Peg-23M', 'Camellia Sinensis Leaf Extract', 'Hydrolyzed Silk', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Aleurites Moluccanus Seed Oil', 'Foeniculum Vulgare (Fennel) Fruit Extract', 'Silica', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.'"
Matrix,biolage-hydrasource-aloe-mask,4.9,"['Aqua/Water/Eau', 'Cetearyl Alcohol', 'Helianthus Annuus Seed Oil/Sunflower Seed Oil', 'Behentrimonium Chloride', 'Cetyl Esters', 'Stearamidopropyl Dimethylamine', 'Glycerin', 'Quaternium-87', 'Phenoxyethanol', 'Caprylyl Glycol', 'Isopropyl Alcohol', 'Parfum/Fragrance', 'Candelilla Cera/Candelilla Wax/Cire De Candelilla', 'Hydroxyethylcellulose', 'Propylene Glycol', 'Benzoic Acid', 'Citric Acid', 'Aloe Barbadensis/Aloe Barbadensis Leaf Juice', 'Limonene', 'Hexyl Cinnamal', 'Coumarin', 'Linalool', 'Butylphenyl Methylpropional', 'Benzyl Alcohol', 'Hydroxycitronellal', 'Amyl Cinnamal', 'Sodium Hydroxide.']",27.0,156,24.0,"'Aqua/Water/Eau', 'Cetearyl Alcohol', 'Helianthus Annuus Seed Oil/Sunflower Seed Oil', 'Behentrimonium Chloride', 'Cetyl Esters', 'Stearamidopropyl Dimethylamine', 'Glycerin', 'Quaternium-87', 'Phenoxyethanol', 'Caprylyl Glycol', 'Isopropyl Alcohol', 'Parfum/Fragrance', 'Candelilla Cera/Candelilla Wax/Cire De Candelilla', 'Hydroxyethylcellulose', 'Propylene Glycol', 'Benzoic Acid', 'Citric Acid', 'Aloe Barbadensis/Aloe Barbadensis Leaf Juice', 'Limonene', 'Hexyl Cinnamal', 'Coumarin', 'Linalool', 'Butylphenyl Methylpropional', 'Benzyl Alcohol', 'Hydroxycitronellal', 'Amyl Cinnamal', 'Sodium Hydroxide.'"
Nioxin,hair-care-kit-system-1-finenormal-light-thinning-natural-hair,5.0,"['Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Sodium Chloride', 'Cocamide Mea', 'Sodium Benzoate', 'Citric Acid', 'Salicylic Acid', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Tetrasodium Edta', 'Sodium Hydroxide', 'Methylparaben', 'Propylene Glycol', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Blue 1', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Quaternium-18', 'Stearyl Alcohol', 'Bis-Aminopropyl Dimethicone', 'Hydroxyethylcellulose', 'Phenoxyethanol', 'Benzyl Alcohol', 'Cetearyl Alcohol', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Glyceryl Stearate', 'Oleyl Alcohol', 'Methylparaben', 'Peg-2M', 'Propylparaben', 'Polysorbate 60', 'Edta', 'Propylene Glycol', 'Citric Acid', 'Limonene', 'Camellia Sinensis Leaf Extract', 'Silica', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yeast Extract/Extrait De Levure', 'Bht', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Blue 1', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Caffeine', 'Phenoxyethanol', 'Sodium Benzoate', 'Benzyl Alcohol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Polysorbate 60', 'Polysorbate 80', 'Acetamide Mea', 'Triethanolamine', 'Propylene Glycol', 'Peg-23M', 'Tetrasodium Edta', 'Methyl Nicotinate', 'Fragrance/Parfum', 'Peg-30 Dipolyhydroxystearate', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Trideceth-6', 'Camellia Sinensis Leaf Extract', 'Limonene', 'Silica', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.']",116.0,61,45.0,"'Cleanser Shampoo: Water/Eau', 'Sodium Laureth Sulfate', 'Sodium Lauryl Sulfate', 'Cocamidopropyl Betaine', 'Sodium Citrate', 'Sodium Xylenesulfonate', 'Sodium Chloride', 'Cocamide Mea', 'Sodium Benzoate', 'Citric Acid', 'Salicylic Acid', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Tetrasodium Edta', 'Sodium Hydroxide', 'Methylparaben', 'Propylene Glycol', 'Camellia Sinensis Leaf Extract', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Blue 1', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.Scalp Therapy Conditioner: Water/Eau', 'Cetyl Alcohol', 'Stearamidopropyl Dimethylamine', 'Quaternium-18', 'Stearyl Alcohol', 'Bis-Aminopropyl Dimethicone', 'Hydroxyethylcellulose', 'Phenoxyethanol', 'Benzyl Alcohol', 'Cetearyl Alcohol', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Glyceryl Stearate', 'Oleyl Alcohol', 'Methylparaben', 'Peg-2M', 'Propylparaben', 'Polysorbate 60', 'Edta', 'Propylene Glycol', 'Citric Acid', 'Limonene', 'Camellia Sinensis Leaf Extract', 'Silica', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Niacinamide', 'Panthenol', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yeast Extract/Extrait De Levure', 'Bht', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Blue 1', 'Potassium Sorbate', 'Sodium Benzoate.Scalp and Hair Treatment: Water/Eau', 'Niacinamide', 'Caffeine', 'Phenoxyethanol', 'Sodium Benzoate', 'Benzyl Alcohol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Polysorbate 60', 'Polysorbate 80', 'Acetamide Mea', 'Triethanolamine', 'Propylene Glycol', 'Peg-23M', 'Tetrasodium Edta', 'Methyl Nicotinate', 'Fragrance/Parfum', 'Peg-30 Dipolyhydroxystearate', 'Mentha Piperita (Peppermint) Oil', 'Mentha Arvensis Leaf Oil', 'Menthol', 'Trideceth-6', 'Camellia Sinensis Leaf Extract', 'Limonene', 'Silica', 'Cystine Bis-Pg-Propyl Silanetriol', 'Biotin', 'Lecithin', 'Tocopheryl Acetate', 'Citrus Paradisi (Grapefruit) Peel Extract', 'Humulus Lupulus (Hops) Flower Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Yeast Extract/Extrait De Levure', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Saccharum Officinarum Extract', 'Vaccinium Myrtillus Leaf Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Potassium Sorbate.'"
Nioxin,5-minoxidil-hair-regrowth-treatment-men,4.5,"['Active: Minoxidil 5%. Inactive: Alcohol', 'Propylene Glycol', 'Purified Water.']",3.0,15,35.98,"'Active: Minoxidil 5%. Inactive: Alcohol', 'Propylene Glycol', 'Purified Water.'"
Keranique,keraviatin-hair-scalp-health-supplements,4.9,"['Vitamin B1 (as Thiamine Mononitrate)', 'Riboflavin (Vitamin B2)', 'Vitamin B6 (as Pyridoxine Hydrochloride)', 'Vitamin B12 (as Cyanocobalamin)', 'Biotin', 'Pantothenic Acid (as Calcium Pantothenate)', 'Zinc (as Zinc Gluconate)', 'Selenium (as L-Selenomethionine)', 'L-Taurine', 'L-Cysteine', 'Bamboo Shoot/Stem Extract', 'Keraviatin10 Complex', 'Saw Palmetto Extract', 'Curcumin', 'Bioperine', 'Gelatin Capsule (Gelatin', 'Glycerin', 'Purified Water', 'Annatto)', 'Sesame Oil', 'Yellow Beeswax', 'Sunflower Lecithin.']",22.0,16,39.0,"'Vitamin B1 (as Thiamine Mononitrate)', 'Riboflavin (Vitamin B2)', 'Vitamin B6 (as Pyridoxine Hydrochloride)', 'Vitamin B12 (as Cyanocobalamin)', 'Biotin', 'Pantothenic Acid (as Calcium Pantothenate)', 'Zinc (as Zinc Gluconate)', 'Selenium (as L-Selenomethionine)', 'L-Taurine', 'L-Cysteine', 'Bamboo Shoot/Stem Extract', 'Keraviatin10 Complex', 'Saw Palmetto Extract', 'Curcumin', 'Bioperine', 'Gelatin Capsule (Gelatin', 'Glycerin', 'Purified Water', 'Annatto)', 'Sesame Oil', 'Yellow Beeswax', 'Sunflower Lecithin.'"
