brand,description,href,id,url,number of ratings,rating,price,ingredients,number_of_reviews,price_USD,number_of_ingredients
Tarte,babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20,/babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productId=pimprod2006408,pimprod2006408,https://www.ulta.com/babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productId=pimprod2006408,211 reviews,3.30,Price$39.00,"['Water', 'Phenyl Trimethicone', 'Butylene Glycol', 'Dimethicone', 'Butylene Glycol Dicaprylate/Dicaprate', 'Butyloctyl Salicylate', 'Cyclohexasiloxane', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Bis-Diglyceryl Polyacyladipate-2', 'Aluminum Hydroxide', 'Methyl Methacrylate Crosspolymer', 'Orbignya Oleifera (Babassu) Seed Oil', 'Polypropylsilsesquioxane', 'Sodium Chloride', 'Stearic Acid', 'Polyglyceryl-4 Isostearate', 'Hexyl Laurate', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Calcium Stearate', 'Disteardimonium Hectorite', 'Triethoxycaprylylsilane', 'Sodium Benzoate', 'Potassium Sorbate', 'Tocopherol', 'Polyhydroxystearic Acid', 'Helianthus Annuus (Sunflower) Seed Oil', 'Ethylhexyl Palmitate', 'Isopropyl Myristate', 'Isostearic Acid', 'Lecithin', 'Disodium EDTA', 'Cyclopentasiloxane', 'Polyglyceryl-3 Polyricinoleate', 'Kaolin', 'Cyclotetrasiloxane', 'Phenoxyethanol', 'Sodium Hyaluronate', 'Ethylhexylglycerin', 'Hydrolyzed Hyaluronic Acid', 'Titanium Dioxide', 'Iron Oxides.']",211,39.00,41
Estée Lauder,double-wear-stay-in-place-matte-powder-foundation,/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,pimprod2003118,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,20 reviews,4.50,Price$43.00,"['Boron Nitride', 'Polymethylsilsesquioxane', 'Octyldodecyl Stearoyl Stearate', 'Silica', 'Calcium Silicate', 'Isostearyl Neopentanoate', 'Tocopheryl Acetate', 'Dimethicone', 'Methicone', 'Phenyl Trimethicone', 'Talc', 'Triethoxycaprylylsilane', 'Trimethylsiloxysilicate', 'Methyl Methacrylate Crosspolymer', 'Sodium Lauroyl Aspartate', 'Caprylyl Glycol', 'Hexylene Glycol', 'Zinc Stearate', 'Isopropyl Titanium Triisostearate', 'Phenoxyethanol. May Contain: Mica', 'Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491)', 'Iron Oxides (CI 77492)', 'Iron Oxides (CI 77499)', 'Bismuth Oxychloride (CI 77163)', 'Carmine (CI 75470)', 'Chromium Hydroxide Green (CI 77289)', 'Chromium Oxide Greens (CI 77288).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",20,43.00,28
L.A. Girl,hd-pro-concealer,/hd-pro-concealer?productId=xlsImpprod15711051,xlsImpprod15711051,https://www.ulta.com/hd-pro-concealer?productId=xlsImpprod15711051,1165 reviews,4.50,Price$4.99,"['Porcelain', 'Light Ivory', 'Natural', 'Creamy Beige', 'Pure Beige', 'Medium Beige', 'Almond', 'Cool Tan', 'Toast', 'Warm Honey', 'Fawn', 'Toffee', 'Beautiful Bronze', 'Orange Corrector', 'Yellow Corrector', 'Green Corrector: Water (Aqua)', 'Cyclopentasiloxane', 'Beeswax (Cera Alba)', 'Stearyl Dimethicone', 'Isododecane', 'Cetyl Ethylhexanoate', 'Microcrystalline Wax (Cera Microcristallina)', 'Cetyl PEG / PPG-10 / 1 Dimethicone Glyceryl Laurate', 'Polyglyceryl-4 Oleate', 'Mica', 'Disteardimonium Hectorite', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Butylparaben', 'Propylparaben', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Propylene Glycol', 'Chamomilla Recutita Extract', 'Propylene Carbonate', 'Sodium Hyaluronate. May Contain: Iron Oxide (CI 77491)', 'Iron Oxide (CI 77492)', 'Iron Oxide (CI 77499)', 'Titanium Dioxide (CI 77891).Lavender Corrector: Water (Aqua)', 'Cyclopentasiloxane', 'Beeswax (Cera Alba)', 'Stearyl Dimethicone', 'Isododecane', 'Cetyl Ethylhexanoate', 'Microcrystalline Wax (Cera Microcristallina)', 'Cetyl PEG / PPG-10 / 1 Dimethicone', 'Glyceryl Laurate', 'Polyglyceryl-4 Oleate', 'Mica', 'Disteardimonium Hectorite', 'Triethoxycaprylylsilane', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Butylparaben', 'Propylparaben', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Propylene Glycol', 'Chamomilla Recutita Extract', 'Propylene Carbonate', 'Sodium Hyaluronate. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Titanium Dioxide (CI 77891)', 'Ultramarines (CI 77007).Peach Corrector: Water (Aqua)', 'Cyclopentasiloxane', 'Beeswax (Cera Alba)', 'Stearyl Dimethicone', 'Isododecane', 'Cetyl Ethylhexanoate', 'Microcrystalline Wax (Cera Microcristallina)', 'Cetyl PEG / PPG-10 / 1 Dimethicone', 'Glyceryl Laurate', 'Polyglyceryl-4 Oleate', 'Mica', 'Disteardimonium Hectorite', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Butylparaben', 'Propylparaben', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Propylene Glycol', 'Chamomilla Recutita Extract', 'Propylene Carbonate', 'Sodium Hyaluronate. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Titanium Dioxide (CI 77891).Light Yellow Corrector: Water (Aqua)', 'Cyclopentasiloxane', 'Beeswax (Cera Alba)', 'Stearyl Dimethicone', 'Isododecane', 'Cetyl Ethylhexanoate', 'Microcrystalline Wax (Cera Microcristallina)', 'Cetyl PEG / PPG-10 / 1 Dimethicone', 'Glyceryl Laurate', 'Polyglyceryl-4 Oleate', 'Mica', 'Disteardimonium Hectorite', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Butylparaben', 'Propylparaben', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Propylene Glycol', 'Chamomilla Recutita Extract', 'Propylene Carbonate', 'Sodium Hyaluronate', 'Tin Oxide. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Titanium Dioxide (CI 77891).Highlighter: Water (Aqua)', 'Cyclopentasiloxane', 'Beeswax (Cera Alba)', 'Stearyl Dimethicone', 'Isododecane', 'Cetyl Ethylhexanoate', 'Microcrystalline Wax (Cera Microcristallina)', 'Cetyl PEG / PPG-10 / 1 Dimethicone', 'Glyceryl Laurate', 'Polyglyceryl-4 Oleate', 'Mica', 'Disteardimonium Hectorite', 'Phenoxyethanol', 'Methylparaben', 'Ethylparaben', 'Butylparaben', 'Propylparaben', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Propylene Glycol', 'Chamomilla Recutita Extract', 'Propylene Carbonate', 'Sodium Hyaluronate', 'Tin Oxide. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Titanium Dioxide (CI 77891).']",1165,4.99,144
Juvia's Place,i-am-magic-foundation,/i-am-magic-foundation?productId=pimprod2006831,pimprod2006831,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,770 reviews,4.50,Price$20.00,"['Water', 'Dimethicone', 'Isododecane', 'Methyl Trimethicone', 'Butylene Glycol', 'Peg-9 Polydimethylsiloxyethyl Dimethicone', 'Peg-10 Dimethicone', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Disteardimonium Hectorite', 'Nylon-12', 'Trimethylsiloxysilicate', 'Sodium Chloride', 'Dimethicone/Peg-10/15 Crosspolymer', 'Triethyl Citrate', 'Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer', 'Methicone', 'Polysilicone-11', 'Diglycerin', 'Talc', 'Dipropylene Glycol', 'Malus Domestica Fruit Cell Culture Extract', 'Sodium Citrate', 'Enantia Chlorantha Bark Extract', 'Xanthan Gum', 'Tocopherol', 'Maltodextrin', 'Orthosiphon Stamineus Extract', 'Glycerin', 'Lecithin', 'Oleanolic Acid', 'Sodium Dehydroacetate', 'Potassium Sorbate', 'Phenoxyethanol. May Contain: Iron Oxides', 'Diotitanium Xide', 'Mica. ']",770,20.00,35
It Cosmetics,celebration-foundation-illumination,/celebration-foundation-illumination?productId=xlsImpprod6420042,xlsImpprod6420042,https://www.ulta.com/celebration-foundation-illumination?productId=xlsImpprod6420042,1213 reviews,4.70,Price$36.00,"['Mica', 'Titanium Dioxide', 'Zinc Oxide', 'Lauroyl Lysine', 'Zinc Stearate', 'Ethylhexyl Palmitate', 'Aqua (Water', 'Eau)', 'Silica', 'Niacinamide', 'Retinyl Palmitate', 'Hydrolyzed Collagen', 'Serica / Silk Powder / Poudre De Soie', 'Tocopherol', 'Glycine Soja (Soybean) Oil', 'Palmitoyl Tripeptide - 1', 'Palmitoyl Tetrapeptide - 7', 'Silica Dimethyl Silylate', 'Hyaluronic Acid', 'Ascorbyl Palmitate', 'Aloe Barbadensis Leaf Extract', 'Camellia Oleifera Leaf Extract', 'Camellia Sinensis Leaf Extract', 'Carica Papaya Fruit Extract', 'Vitis Vinifera Seed Extract', 'Chamomilla Recutita Flower Extract', 'Olea Europaea Fruit Extract', 'Punica Granatum Extract', 'Rosa Canina Fruit Extract', 'Glycerin', 'Butylene Glycol', 'Carbomer', 'Polysorbate 20', 'Cholesteryl Chloride', 'Cholesteryl Nonanoate', 'Cholesteryl Oleyl Carbonate', 'Phenoxyethanol', 'BHT. May Contain: Iron Oxides (CI 77499', 'CI 77491', 'CI 77492).']",1213,36.00,40
BECCA,under-eye-brightening-corrector,/under-eye-brightening-corrector?productId=xlsImpprod11881009,xlsImpprod11881009,https://www.ulta.com/under-eye-brightening-corrector?productId=xlsImpprod11881009,495 reviews,4.20,Price$32.00,"['Ricinus Communis (Castor) Seed Oil', 'Polybutene', 'Rhus Succedanea Fruit Wax', 'Kaolin', 'C12-15 Alkyl Benzoate', 'Barium Sulfate', 'Tocopherol', 'Ascorbyl Palmitate', 'Tocopheryl Acetate', 'Tetrahexyldecyl Ascorbate', 'Squalane', 'Zinc Chloride', 'Aluminum Hydroxide', 'Trihydroxystearin', 'Hydrogenated Polycyclopentadiene', 'Isopropyl Titanium Triisostearate', 'Sodium Lauroyl Aspartatel', 'Caprylyl Glycol', 'Phenoxyethanol', 'Hexylene Glycol. May Contain: Mica', 'Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).']",495,32.00,24
KYLIE COSMETICS,skin-concealer,/skin-concealer?productId=pimprod2008394,pimprod2008394,https://www.ulta.com/skin-concealer?productId=pimprod2008394,79 reviews,4.20,Price$20.00,"['Water', 'Butylene Glycol', 'Glycerin', 'Dimethicone', 'Diisostearyl Malate', 'Caprylyl Methicone', 'Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Polymethylsilsesquioxane', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Hexyl Laurate', 'Polyglyceryl-4 Isostearate', 'Sodium Chloride', 'Isopropyl Titanium Triisostearate', 'Dimethicone Crosspolymer', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Phenoxyethanol', 'BIS-EG-15 Dimethicone/IPDI Copolymer', 'PEG-2 Soyamine', 'Caprylyl Glycol', 'Silica', 'Potassium Sorbate', 'Hexylene Glycol', 'Trisodium Edta', 'Diamond Powder. May Contain: Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Titanium Dioxide (CI 77891).']",79,20.00,28
Benefit Cosmetics,boi-ing-cakeless-concealer,/boi-ing-cakeless-concealer?productId=pimprod2007903,pimprod2007903,https://www.ulta.com/boi-ing-cakeless-concealer?productId=pimprod2007903,5076 reviews,4.50,Price$22.00,"['Aqua (Water)', 'Cyclopentasiloxane', 'Butylene Glycol', 'Cyclohexasiloxane', 'Methyl Methacrylate Crosspolymer', 'PEG-10 Dimethicone', 'Trimethylsiloxysilicate', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Sodium Chloride', 'Disteardimonium Hectorite', 'Triethoxycaprylylsilane', 'Phenoxyethanol', 'Caprylyl Glycol', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Propylene Carbonate', 'Biosaccharide Gum-4', 'Alumina', 'Magnesium Oxide', 'Alpha-Glucan Oligosaccharide', 'Propanediol', 'Algin', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain: CI 19140 (Yellow 5', 'Yellow 5 Lake)', 'CI 42090 (Blue 1 Lake)', 'CI 77007 (Ultramarines)', 'CI 77163 (Bismuth Oxychloride)', 'CI 77491', 'CI 77492', 'CI 77499 (Iron Oxides)', 'CI 77891 (Titanium Dioxide).Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.']",5076,22.00,30
It Cosmetics,no-50-serum-collagen-veil-anti-aging-primer,/no-50-serum-collagen-veil-anti-aging-primer?productId=xlsImpprod5770267,xlsImpprod5770267,https://www.ulta.com/no-50-serum-collagen-veil-anti-aging-primer?productId=xlsImpprod5770267,808 reviews,4.80,Price$48.00,"['Aqua (Water', 'Eau)', 'Cyclopentasiloxane', 'Cyclotetrasiloxane', 'Dimethicone', 'Isododecane', 'Vinyl Dimethicone / Methicone Silsesquioxane Crosspolymer', 'Glycerin', 'Dimethicone / Vinyl Dimethicone Crosspolymer', 'Hexyl Laurate', 'Cyclohexasiloxane', 'Ozokerite', 'PEG - 10 Dimethicone', 'Petrolatum', 'Sodium Chloride', 'Caprylyl Methicone', 'Cetyl PEG / PPG - 10 / 1 Dimethicone', 'Polyglyceryl - 4 Isostearate', 'Polymethylsilsesquioxane', 'Polysilicone - 11', 'Caprylyl Glycol', 'Ethylhexylglycerin', 'Sorbitan Olivate', '1', '2 - Hexanediol', 'Butylene Glycol', 'Disodium EDTA', 'Propylene Glycol', 'Vitis Vinifera (Grape) Seed Oil', 'Ubiquinone', 'Squalane', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Maris Aqua / Sea Water / Eau De Mer', 'Punica Granatum Seed Oil', 'Persea Gratissima (Avocado) Oil', 'Orbignya Oleifera Seed Oil', 'Niacinamide', 'Mangifera Indica (Mango) Seed Butter', 'Coffea Arabica (Coffee) Seed Extract', 'Citrus Aurantium Dulcis (Orange) Oil', 'Citrus Grandis (Grapefruit) Peel Oil', 'Caffeine', 'Argania Spinosa Kernel Oil', 'Arbutin', 'Adenosine', 'Anthemis Nobilis Flower Water', 'Lactobacillus / Honeysuckle Flower / Licorice Root / Morus Alba Root / Pueraria Lobata Root / Schizandra Chinensis Fruit / Scutellaria Baicalensis Root / Sophora Japonica Flower Extract Ferment Filtrate', 'Illite', 'Betula Platyphylla Japonica Juice', 'Perfluorohexane', 'Hibiscus Sabdariffa Flower Extract', 'Caviar Extract', 'Snail Secretion Filtrate', 'Olea Europaea (Olive) Leaf Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Camellia Sinensis Leaf Extract', 'Chrysanthemum Indicum Flower Extract', 'Cholesteryl Chloride', 'Cholesteryl Isostearate', 'Cholesteryl Nonanoate', 'Alcohol', 'Arnica Montana Flower Extract', 'Alchemilla Vulgaris Extract', 'Ananas Sativus (Pineapple) Fruit Extract', 'Actinidia Chinensis (Kiwi) Fruit Extract', 'Pueraria Lobata Root Extract', 'Perfluorodecalin', 'Morus Alba Fruit Extract', 'Magnolia Kobus Bark Extract', 'Glycine Soja (Soybean) Sprout Extract', 'Diospyros Kaki Leaf Extract', 'Cinnamomum Cassia Bark Extract', 'Artemisia Princeps Leaf Extract', 'Pentafluoropropane', 'Curcuma Longa (Turmeric) Root Extract', 'Achillea Millefolium Extract', 'Steareth - 20', 'Marrubium Vulgare Extract', 'Phenoxyethanol', 'Gentiana Lutea Root Extract', 'Artemisia Absinthium Extract', 'Hydrogenated Lecithin', 'Veronica Officinalis Extract', 'Primula Veris Extract', 'Mentha Piperita (Peppermint) Leaf Extract', 'Melissa Officinalis Leaf Extract', 'Malva Sylvestris (Mallow) Extract', 'Hydrolyzed Hyaluronic Acid', 'Colloidal Oatmeal', 'Hydrolyzed Silk', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate', 'Algae Extract', 'Aloe Barbadensis Leaf Extract', 'N - Hydroxysuccinimide', 'Hydrolyzed Collagen', 'Caprylhydroxamic Acid', 'Tocopherol', 'Thiamine Hcl', 'Riboflavin', 'Retinyl Palmitate', 'Pantothenic Acid', 'Palmitoyl Oligopeptide', 'Niacin', 'Folic Acid', 'Chrysin', 'Carnitine HCL', 'Biotin', 'Ascorbic Acid', 'Palmitoyl Tetrapeptide - 7', 'Chlorhexidine Digluconate', 'Titanium Dioxide (CI 77891)', 'Mica (CI 77019).']",808,48.00,114
Urban Decay Cosmetics,de-slick-oil-control-makeup-setting-spray,/de-slick-oil-control-makeup-setting-spray?productId=xlsImpprod15371017,xlsImpprod15371017,https://www.ulta.com/de-slick-oil-control-makeup-setting-spray?productId=xlsImpprod15371017,470 reviews,4.80,Price$33.00,"['Aqua / Water', 'Alcohol Denat.', 'PVP', 'Dimethicone PEG-7 Phosphate', 'PPG-3 Benzyl Ether Myristate', 'Polyhydroxystearic Acid', 'Dipropylene Glycol', 'Isononyl Isononanoate', 'Ethylhexyl Isononanoate', 'Caprylyl Glycol', 'Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate', 'Methyl Methacrylate Crosspolymer', 'Glycereth-5 Lactate', 'Sodium Hydroxide', 'Phenylpropanol', 'Parfum / Fragrance', 'Propanediol', 'Methyl Diisopropyl Propionamide', 'Poloxamer 407', 'Aloe Barbadensis Leaf Juice Powder', 'Maltodextrin', 'Hexyl Cinnamal', 'Linalool', 'Citronellol', 'Limonene', 'Benzyl Alcohol', 'Tocopherol', 'Potassium Sorbate', 'Sodium Benzoate', 'BHT.']",470,33.00,30
Neutrogena,makeup-remover-cleansing-towelettes-twin-pack,/makeup-remover-cleansing-towelettes-twin-pack?productId=xlsImpprod12041841,xlsImpprod12041841,https://www.ulta.com/makeup-remover-cleansing-towelettes-twin-pack?productId=xlsImpprod12041841,3237 reviews,4.70,Price$12.49,"['Water', 'Cetyl Ethylhexanoate', 'Isostearyl Palmitate', 'Pentaerythrityl Tetraethylhexanoate', 'Isononyl Isononanoate', 'Cyclopentasiloxane', 'Hexylene Glycol', 'PEG 4 Laurate', 'PEG 6 Caprylic/Capric Glycerides', 'Sucrose Cocoate', 'Carbomer', 'Sodium Hydroxide', 'Benzoic Acid', 'Dehydroacetate Acid', 'Phenoxyethanol', 'Iodopropynyl Butylcarbamate', 'Fragrance.']",3237,12.49,17
Too Faced,tutti-frutti-watermelon-hangover-3-in-1-replenishing-primer-setting-spray,/tutti-frutti-watermelon-hangover-3-in-1-replenishing-primer-setting-spray?productId=pimprod2008278,pimprod2008278,https://www.ulta.com/tutti-frutti-watermelon-hangover-3-in-1-replenishing-primer-setting-spray?productId=pimprod2008278,572 reviews,4.70,Price$32.00,"['Water\\Aqua\\Eau', 'Pentylene Glycol', 'Aloe Barbadensis Leaf Juice', 'Hydrogenated Starch Hydrolysate', 'Amp-Acrylates/Allyl Methacrylate Copolymer', 'Sodium Hyaluronate', 'Panthenol', 'Citrullus Lanatus (Watermelon) Fruit Extract', 'Cocos Nucifera (Coconut) Fruit Juice', 'Cocos Nucifera (Coconut) Liquid Endosperm', 'Lactobacillus/Salix Alba Bark Ferment Filtrate', 'Glycerin', 'Sodium Pca', 'Trehalose', 'Yogurt Powder', 'Sea Water\\Aqua Maris\\Maris Aqua', '1,2-Hexanediol', 'Trideceth-9', 'PEG-40 Hydrogenated Castor Oil', 'Polyquaternium-51', 'Polysorbate 20', 'Caprylyl Glycol', 'Butylene Glycol', 'Urea', 'Fragrance (Parfum)', 'Hydroxyacetophenone', 'Potassium Sorbate', 'Sodium Benzoate', 'Phenoxyethanol.']",572,32.00,29
Makeup Revolution,conceal-define-full-coverage-concealer,/conceal-define-full-coverage-concealer?productId=xlsImpprod17681057,xlsImpprod17681057,https://www.ulta.com/conceal-define-full-coverage-concealer?productId=xlsImpprod17681057,1446 reviews,4.60,Price$7.00,"['Aqua', 'Dimethicone', 'Cyclopentasiloxane', 'Dimethicone Crosspolymer', 'Cyclopentasiloxane', 'Phenyl Trimethicone', 'Isododecane', 'Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate', 'Cyclopemtasiloxane', 'Ethylhexyl Palmitate', 'Quaternium-90 Bentonite', 'Propylene Carbonate', 'Butylene Glycol', 'Polymethylsilsesquioxane', 'Cetyl PEG-PPG-10/1 Dimethicone', 'Hydrogenated Castor Oil', 'Silica', 'Sorbitan Sesquioleate', 'Sodium Chloride', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Triethylhexanoin', 'Cetyl PEG/PGG-10/1 Dimethicone', 'Polyglyceryl-4 Isostearate', 'Hexyl Laurate', 'Lecithin', 'Polyhydroxystearic Acid', 'Isopropyl Myristate', '2-Ethylhexyl Palmitate', 'Isostearic Acid', 'Polyglycerol-3 Polyricinoleate', 'Tocopheryl Acetate', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Rosa Rubiginosa (Rosehip) Seed Oil', 'Caprylic/Capric Triglyceride', 'Camellia Sinensis Leaf Extract', '(+/-) CI 77891', 'CI 77492', 'CI 77491', 'CI 77499.']",1446,7.00,40
BareMinerals,bareskin-complete-coverage-serum-concealer,/bareskin-complete-coverage-serum-concealer?productId=xlsImpprod12991091,xlsImpprod12991091,https://www.ulta.com/bareskin-complete-coverage-serum-concealer?productId=xlsImpprod12991091,961 reviews,4.60,Price$22.00,"['Fair: Water (Aqua/Eau)', 'Tetradecane', 'Hydrogenated Polydecene', 'Glycerin', 'Polyglyceryl-3 Diisostearate', 'Propanediol', 'Decyl Isostearate', 'Isostearyl Isostearate', 'Lauroyl Lysine', 'Sorbitan Sesquiisostearate', 'Magnesium Stearate', 'Disteardimonium Hectorite', 'Isostearic Acid', 'Methyl Methacrylate Crosspolymer', 'Soil Minerals/Syringa Vulgaris (Lilac) Leaf Cell Culture Extract', 'Maltodextrin', 'Trisodium EDTA', 'Synthetic Fluorphlogopite', 'Silica', 'Tin Oxide', 'Ethylhexylglycerin', 'Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499).']",961,22.00,25
Benefit Cosmetics,precisely-my-brow-pencil-ultra-fine-shape-define,/precisely-my-brow-pencil-ultra-fine-shape-define?productId=xlsImpprod14191019,xlsImpprod14191019,https://www.ulta.com/precisely-my-brow-pencil-ultra-fine-shape-define?productId=xlsImpprod14191019,5611 reviews,4.40,Price$24.00,"['Shade 1: Stearic Acid', 'Talc', 'Rhus Succedanea Fruit Wax', 'Hydrogenated Castor Oil', 'Cera Alba (Beeswax)', 'Cera Microcristallina (Microcrystalline Wax)', 'Paraffinum Liquidum (Mineral Oil)', 'Hydrogenated Coconut Oil', 'Hydrogenated Palm Kernel Oil', 'Aluminum Hydroxide', 'Hydrogenated Palm Oil', 'Tocopherol', 'Lecithin', 'BHT. May Contain: CI 19140 (Yellow 5', 'Yellow 5 Lake)', 'CI 42090 (Blue 1 Lake)', 'CI 77007 (Ultramarines)', 'CI 77163 (Bismuth Oxychloride)', 'CI 77288 (Chromium Oxide Greens)', 'CI 77289 (Chromium Hydroxide Green)', 'CI 77491', 'CI 77492', 'CI 77499 (Iron Oxides)', 'CI 77510 (Ferric Ferrocyanide', 'Ferric Ammonium Ferrocyanide)', 'CI 77742 (Manganese Violet)', 'CI 77891 (Titanium Dioxide).']",5611,24.00,27
Urban Decay Cosmetics,247-glide-on-eye-pencil,/247-glide-on-eye-pencil?productId=VP11242,VP11242,https://www.ulta.com/247-glide-on-eye-pencil?productId=VP11242,6947 reviews,4.20,Price$22.00,"['Perversion: Isododecane', 'Cyclopentasiloxane', 'PEG/PPG-19/19 Dimethicone', 'Synthetic Wax', 'Hydrogenated Polydicyclopentadiene', 'Nylon-12', 'C20-40 Alcohols', 'Perfluorononyl Dimethicone', 'Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate', 'Polyethylene', 'Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', 'Tocopherol. May Contain: CI 77499 (Iron Oxides)', 'CI 77019 (Mica)', 'CI 77510 (Ferric Ferrocyanide)', 'CI 77266 (Black 2).']",6947,22.00,15
Morphe,35v-stunning-vibes-artistry-palette,/35v-stunning-vibes-artistry-palette?productId=xlsImpprod19051003,xlsImpprod19051003,https://www.ulta.com/35v-stunning-vibes-artistry-palette?productId=xlsImpprod19051003,481 reviews,4.20,Price$25.00,"['Pressed Pigment (Seduced', 'Hit It Off', 'Tryst', 'In The Zone', 'Wild Thing', 'Addicted', 'Fling', 'Heat', 'Bad Boy): Mica', 'Talc', 'Phenyl Trimethicone', 'Silica', 'Ethylhexyl Palmitate', 'Tridecyl Trimellitate', 'Phenoxyethanol', 'Ethylhexylglycerin. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77499)', 'Ultramarines (CI 77007)', 'Ferric Ferrocyanide (CI 77510)', 'Red 40 Lake (CI 16035)', 'Blue 1 Lake (CI 42090)', 'Red 27 Lake (CI 45410)', 'Red 6 Lake (CI 15850)', 'Red 7 Lake (CI 15850)', 'Yellow 6 Lake (CI 15985).Eyeshadow (Knockout', 'Swipe Right', 'Three Little Words', 'Risque', 'Room For Two', 'Devoted', 'First Date', 'Go Nude', 'Lust', 'Heartbreaker', 'Tell Me More', 'Ride-Or-Die', 'Shameless', 'Scandal', 'Vixen', 'Turned On', 'Rendezvous', 'Stud', 'French Kiss', 'Swoon', 'Tantalizing', 'Polished', 'Private Party', 'Spice', 'Crush', 'Little Black Book): Mica', 'Talc', 'Calcium Sodium Borosilicate', 'Phenyl Trimethicone', 'Dimethicone', 'Magnesium Stearate', 'Silica', 'Synthetic Fluorphlogopite', 'Ethylhexyl Palmitate', 'Tridecyl Trimellitate', 'Tin Oxide', 'Phenoxyethanol', 'Ethylhexylglycerin. May Contain: Titanium Dioxide (CI 77891)', 'Iron Oxides (CI 77491', 'CI 77492', 'CI 77499)', 'Ferric Ferrocyanide (CI 77510)', 'Manganese Violet (CI 77742)', 'Yellow 5 Lake (CI 19140)', 'Red 40 Lake (CI 16035)', 'Blue 1 Lake (CI 42090)', 'Carmine (CI 75470).']",481,25.00,72
